"Time [ns]","V(VAM_SI) [mV]","V(SI) [mV]"
2.09729736095739,-18.7204327714231,-18.7204241424011
2.11762294798504,-18.7404651997866,-18.7404089610041
2.13794853501269,-17.6810543337665,-17.6809570144348
2.15827412204034,-15.4359996105476,-15.4358689487399
2.17859970906799,-12.0372068033373,-12.0370506236933
2.19892529609564,-7.66058619034322,-7.66041143672904
2.21925088312329,-2.6102945289868,-2.61010659833072
2.23957647015094,2.71624892732826,2.71644646521892
2.2599020571786,7.877122253746,7.87732753771861
2.28022764420625,12.4409428485878,12.441155266173
2.3005532312339,16.0399265621831,16.0401460610783
2.32087881826155,18.413272344962,18.4134986620502
2.3412044052892,19.4349468971398,19.4351788574136
2.36152999231685,19.1225619413864,19.1227969586634
2.3818555793445,17.6270435914129,17.627277460357
2.40218116637215,15.2056857728416,15.2059127863134
2.4225067533998,12.1835002237644,12.1837135913175
2.44283234042745,8.90918547323731,8.90937796457115
2.46315792745511,5.71236585836848,5.71253055821331
2.48348351448276,2.86801565350426,2.86814669947703
2.50380910151041,0.572372920439395,0.572466105298376
2.52413468853806,-1.06751518208958,-1.0674620338078
2.54446027556571,-2.03079663890583,-2.030783570586
2.56478586259336,-2.36863876757672,-2.36866387114953
2.58511144962101,-2.18267071748826,-2.18273055182587
2.60543703664866,-1.60059740355746,-1.60068756804527
2.62576262367631,-0.753452660027462,-0.753568419448756
2.64608821070397,0.241885659660716,0.241748803210275
2.66641379773162,1.29269572589569,1.2925416020544
2.68673938475927,2.33237162227687,2.33220316233077
2.70706497178692,3.31540839947582,3.31522763075183
2.72739055881457,4.20776446587577,4.20757271436139
2.74771614584222,4.97569586045666,4.97549410898496
2.76804173286987,5.57625252498805,5.57604184920821
2.78836731989752,5.95209354225807,5.95187553714332
2.80869290692517,6.03224556164792,6.03202267749249
2.82901849395282,5.7391084445886,5.73888417051077
2.84934408098048,5.00065875121598,5.00043761232059
2.86966966800813,3.76566509192554,3.76545245975357
2.88999525503578,2.01901205544196,2.01881380245452
2.91032084206343,-0.205946946392019,-0.206124894898659
2.93064642909108,-2.82070007013133,-2.82085221911502
2.95097201611873,-5.68236742958726,-5.68248915971416
2.97129760314638,-8.60258321186319,-8.60267112295364
2.99162319017403,-11.3637571054967,-11.3638092151342
3.01194877720168,-13.7407845635837,-13.7408003456765
3.03227436422933,-15.5253647829399,-15.5253450567252
3.05259995125699,-16.5496266373833,-16.5495733379626
3.07292553828464,-16.7058219882257,-16.7057378653988
3.09325112531229,-15.9594019871588,-15.959290288218
3.11357671233994,-14.3537445721828,-14.3536087628147
3.13390229936759,-12.0059897147023,-12.0058332797085
3.15422788639524,-9.09467128013435,-9.09449762573462
3.17455347342289,-5.84092017095557,-5.84073262887773
3.19487906045054,-2.48579442804641,-2.48559634290983
3.21520464747819,0.733334060830624,0.733539194208643
3.23553023450585,3.60447235351011,3.60468074615966
3.2558558215335,5.95838215202681,5.95858961324416
3.27618140856115,7.6800119126129,7.68021381258777
3.2965069955888,8.71329218989485,8.71348351379884
3.31683258261645,9.05954237610301,9.05971787580739
3.3371581696441,8.77054179033276,8.77069622166555
3.35748375667175,7.93787524066364,7.93800365672763
3.3778093436994,6.68041096063319,6.68050902124056
3.39813493072705,5.13170135115428,5.13176560568121
3.4184605177547,3.42876104126521,3.42878915046126
3.43878610478236,1.70316001741019,1.70315088995808
3.45911169181001,0.0747823137508607,0.0747361389206218
3.47943727883766,-1.35194460308958,-1.35202643168775
3.49976286586531,-2.48995331785125,-2.49006837001948
3.52008845289296,-3.27038670135133,-3.27053173626078
3.54041403992061,-3.64320076479039,-3.64337198138989
3.56073962694826,-3.57812230053234,-3.57831558078556
3.58106521397591,-3.06622258654647,-3.06643370213915
3.60139080100356,-2.12197206324981,-2.12219682523966
3.62171638803121,-0.785277830818029,-0.785512172857885
3.64204197505887,0.877244740871263,0.877004744053174
3.66236756208652,2.77259763337334,2.77235579737033
3.68269314911417,4.78404684756392,4.78380693516593
3.70301873614182,6.77653037471489,6.77629615300285
3.72334432316947,8.60485531103398,8.6046305876766
3.74366991019712,10.1242418705658,10.1240304940094
3.76399549722477,11.2023265809893,11.2021323952297
3.78432108425242,11.7313950054201,11.7312217575115
3.80464667128008,11.639437972857,11.6392891824746
3.82497225830773,10.8986494526724,10.8985282618
3.84529784533538,9.53021124445756,9.53012026678312
3.86562343236303,7.60460952766304,7.60455071580461
3.88594901939068,5.23724406325506,5.23721861013734
3.90627460641833,2.57964827446956,2.57965656056857
3.92660019344598,-0.192841715974133,-0.192800125952563
3.94692578047364,-2.89572059247672,-2.89564690845309
3.96725136750129,-5.35075400212753,-5.35065013434404
3.98757695452894,-7.40067301853955,-7.40054148492383
4.00790254155659,-8.921704303305,-8.92154813429203
4.02822812858424,-9.83281343831054,-9.83263609342314
4.04855371561189,-10.1009482699948,-10.1007535763889
4.06887930263954,-9.74203021613379,-9.74182233179675
4.0892048896672,-8.81789047433329,-8.81767387204865
4.10953047669485,-7.42972857778405,-7.42950804382209
4.1298560637225,-5.7089418030549,-5.70872244190399
4.15018165075015,-3.80631478477819,-3.80610201547434
4.1705072377778,-1.88056996011309,-1.88036948744443
4.19083282480545,-0.0871807994073687,-0.0869985478289863
4.2111584118331,1.43182545704095,1.43198345123008
4.23148399886076,2.55656066306727,2.55668839952705
4.25180958588841,3.19615870926151,3.1962504059037
4.27213517291606,3.29371849571749,3.29376879659669
4.29246075994371,2.82929933556658,2.82930353183664
4.31278634697136,1.82102586998097,1.82098011849114
4.33311193399901,0.324375362491293,0.324276883981484
4.35343752102666,-1.57029363999045,-1.57044639988988
4.37376310805432,-3.74193127730197,-3.74213853376483
4.39408869508197,-6.04466491857796,-6.04492548096522
4.41441428210962,-8.31526880067209,-8.31558005201116
4.43473986913727,-10.382074077937,-10.3824320007556
4.45506545616492,-12.0750330726967,-12.075432319919
4.47539104319257,-13.2364987078321,-13.2369327112235
4.49571663022022,-13.7321240731872,-13.7325851778426
4.51604221724788,-13.4611566441718,-13.4616362610964
4.53636780427553,-12.3653252047085,-12.3658139808012
4.55669339130318,-10.4355177325466,-10.4360057399991
4.57701897833083,-7.71553811827482,-7.71601506285961
4.59734456535848,-4.30240872193648,-4.3028641679352
4.61767015238613,-0.342941316463819,-0.343364927540065
4.63799573941378,3.97339387477029,3.97301207811782
4.65832132644144,8.42494568492535,8.4246150532637
4.67864691346909,12.7710433167684,12.7707722914481
4.69897250049674,16.7669248712171,16.7667207062676
4.71929808752439,20.1793450410593,20.1792135405587
4.73962367455204,22.8017035383853,22.8016488231012
4.75994926157969,24.4675728050644,24.467597121611
4.78027484860734,25.0616414285952,25.0617450120963
4.800600435635,24.5273106782825,24.5274916774929
4.82092602266265,22.8704595728266,22.8707140452889
4.8412516096903,20.159198336625,20.1595203174393
4.86157719671795,16.519730212299,16.5201118528048
4.8819027837456,12.1287102167585,12.1291419841211
4.90222837077325,7.20270600984767,7.20317693733469
4.9225539578009,1.98551833511684,1.98601631351295
4.94287954482856,-3.26579717311183,-3.26528507243251
4.96320513185621,-8.2953447088917,-8.29483189159024
4.98353071888386,-12.8624115897373,-12.86191159096
5.00385630591151,-16.7543481445757,-16.7538742877706
5.02418189293916,-19.7976567877779,-19.7972218566246
5.04450747996681,-21.8667644888107,-21.8663804167183
5.06483306699447,-22.8900829850738,-22.8897605693383
5.08515865402212,-22.8530947790919,-22.8528434285671
5.10548424104977,-21.7983383708388,-21.7981658923784
5.12580982807742,-19.8223034539319,-19.8222158795408
5.14613541510507,-17.0693865598928,-17.069388017741
5.16646100213272,-13.7231993279117,-13.7232919626799
5.18678658916037,-9.9956622246211,-9.99584617175196
5.20711217618803,-6.11445003671863,-6.11472345178414
5.22743776321568,-2.30947269449092,-2.30983183611324
5.24776335024333,1.20083528650725,1.20039592318276
5.26808893727098,4.22259308117097,4.22208058670971
5.28841452429863,6.59809540551725,6.59751824219554
5.30874011132628,8.21521048607585,8.21457824454258
5.32906569835393,9.01390286078698,9.01322599703201
5.34939128538158,8.98940170685312,8.98869127459945
5.36971687240924,8.19175325651357,8.19102064984771
5.39004245943689,6.72174402892295,6.72100074431132
5.41036804646454,4.72344030506702,4.72269772828908
5.43069363349219,2.37383662100083,2.37310584520538
5.45101922051984,-0.12967954922577,-0.130387867637204
5.47134480754749,-2.58317723543928,-2.5838529803495
5.49167039457515,-4.79037939943689,-4.79101306424399
5.5119959816028,-6.57621977800653,-6.57680251012175
5.53232156863045,-7.79882316952731,-7.79934679450614
5.5526471556581,-8.35909503408046,-8.35955206272589
5.57297274268575,-8.20728569822451,-8.20766932578814
5.5932983297134,-7.34611540438255,-7.34641951389653
5.61362391674105,-5.83029032620132,-5.83050950163399
5.63394950376871,-3.76248730980938,-3.76261686357644
5.65427509079636,-1.28611859677184,-1.28615461839108
5.67460067782401,1.42460809217905,1.42466866483397
5.69492626485166,4.1766556220101,4.17681491219847
5.71525185187931,6.77135665726799,6.77161574161342
5.73557743890696,9.01799075724643,9.01834954083463
5.75590302593461,10.7468742201099,10.747331300337
5.77622861296227,11.8211374700578,11.8216899949313
5.79655419998992,12.1464497919006,12.1470933167187
5.81687978701757,11.6780752260679,11.6788035796213
5.83720537404522,10.4247994871958,10.4256046611291
5.85753096107287,8.44944823980477,8.45032030754376
5.87785654810052,5.865913772088,5.86684084057953
5.89818213512817,2.83281129668739,2.83377950279076
5.91850772215583,-0.455911624029367,-0.454918059467448
5.93883330918348,-3.7828987658594,-3.78189742250893
5.95915889621113,-6.92116055284513,-6.92017063081723
5.97948448323878,-9.64888480189706,-9.64792687044561
5.99981007026643,-11.7643749063048,-11.7634705796633
6.02013565729408,-13.1001669268359,-13.099338474271
6.04046124432173,-13.5353937464475,-13.5346636419964
6.06078683134939,-13.0055403959823,-13.0049313911526
6.08111241837704,-11.5088686145228,-11.5084065845738
6.10143800540469,-9.10898305496132,-9.10870006163895
6.12705601170107,-5.00735648852159,-5.00734564840954
6.15267401799746,-0.0751810384567085,-0.0754708361036941
6.17829202429385,5.19272131585624,5.19214007021541
6.20391003059023,10.240881352098,10.2400450341785
6.22952803688662,14.5052683406694,14.5042165912389
6.255146043183,17.4695783619274,17.4683377473429
6.28076404947939,18.7186944000633,18.7172841216602
6.30638205577578,17.9841622281896,17.9826213137611
6.33200006207216,15.1775273318948,15.1759370805766
6.35761806836855,10.4083183474465,10.406792145891
6.38323607466493,3.98459612205658,3.98324116613042
6.40885408096132,-3.60464804884155,-3.60576707262172
6.4344720872577,-11.7244590923896,-11.7253318060258
6.46009009355409,-19.6439603724989,-19.6446189470031
6.48570809985048,-26.5977931760605,-26.5982903787111
6.51132610614686,-31.8540963096738,-31.8544835492409
6.53694411244325,-34.7833070172223,-34.7836165651234
6.56256211873963,-34.9216415283585,-34.9218758144669
6.58818012503602,-32.0232291837416,-32.0233601375729
6.61379813133241,-26.0955710195929,-26.0955496159138
6.63941613762879,-17.4142463828276,-17.4140183334929
6.66503414392518,-6.51450955479693,-6.51403127228305
6.69065215022156,5.84054540840682,5.84129492596865
6.71627015651795,18.7134143870898,18.7144274186182
6.74188816281433,31.0633099011982,31.0645495379556
6.76750616911072,41.8293440392836,41.8307483420768
6.79312417540711,50.0188840947622,50.0203731635533
6.81874218170349,54.793579515321,54.7950659049298
6.83903321293203,55.7471967469114,55.7486214015043
6.85932424416057,53.9844488169811,53.9857676071862
6.87961527538911,49.4434802321639,49.4446596025277
6.89990630661764,42.2076182326575,42.2086349345909
6.92019733784618,32.5013834148509,32.5022229948103
6.94048836907472,20.6811054933382,20.6817606254904
6.96077940030326,7.22009389713313,7.22056318160254
6.98107043153179,-7.31177488437073,-7.31148804991504
7.00136146276033,-22.2734340098228,-22.2733230149904
7.02165249398887,-36.9818240600676,-36.9818810295975
7.04194352521741,-50.7435020198135,-50.7437194863708
7.06223455644595,-62.8871384529627,-62.8875101307229
7.08252558767448,-72.7953613504063,-72.7958818798782
7.10281661890302,-79.9344574599958,-79.9351215104089
7.12310765013156,-83.880554256709,-83.8813555170985
7.1433986813601,-84.3410703130509,-84.3420006670961
7.16368971258863,-81.1704315944022,-81.1714804623564
7.18398074381717,-74.3792994229339,-74.3804531661744
7.20427177504571,-64.1368357960885,-64.138077222046
7.22456280627425,-50.7658357119608,-50.7671438648621
7.24485383750278,-34.7308745808758,-34.7322249908364
7.26514486873132,-16.6199399597878,-16.6213053449134
7.28543589995986,2.87967307843582,2.87832193315523
7.31137865422896,28.5824998397471,28.5812103812333
7.33732140849806,53.6144150348257,53.6132351438381
7.36326416276716,76.362287917516,76.361260626738
7.38920691703625,95.333726662514,95.3328877272643
7.41514967130535,109.262512638394,109.261889731523
7.44109242557445,117.198571645888,117.198184053775
7.46703517984355,118.570962838022,118.570821421325
7.49297793411265,113.221182782087,113.221290094512
7.51892068838175,101.40654778968,101.406898380364
7.54486344265085,83.7750810560539,83.7756619640658
7.57080619691995,61.315028372507,61.3158196283122
7.59674895118905,35.283662420822,35.2846373592004
7.62269170545815,7.12120113609817,7.12232657033788
7.64863445972725,-21.6436293707773,-21.6423928601378
7.67457721399635,-49.4896253707506,-49.488322797653
7.70051996826545,-74.9941880172024,-74.9928689156818
7.72646272253455,-96.9135518145829,-96.912268759063
7.75240547680365,-114.247256800484,-114.246063556692
7.77834823107275,-126.283273858738,-126.282223169284
7.80429098534184,-132.621733111702,-132.620874260778
7.83023373961094,-133.176872965518,-133.176249486301
7.85617649388004,-128.158498508357,-128.158145773884
7.88211924814914,-118.035770837317,-118.035713420952
7.90806200241824,-103.487405277795,-103.487654872473
7.93400475668734,-85.3432160516559,-85.3437707079042
7.95994751095644,-64.5223209013506,-64.5231655003368
7.98589026522554,-41.9731777407707,-41.9742850819644
8.01183301949464,-18.6199946934877,-18.621326804151
8.03251115289242,0.0119583470934807,0.010479964248929
8.05318928629021,18.2244597110511,18.2228690798522
8.07386741968799,35.6631524350045,35.6614863657572
8.09454555308577,52.0323409952354,52.0306398747928
8.11522368648356,67.0917784097521,67.0900820133895
8.13590181988134,80.6513521199447,80.6496950881827
8.13654801155002,81.0495093510158,81.0478540917766
8.1371942032187,81.4460503198564,81.4443968659235
8.13848658655606,82.2342341530739,82.2325843683468
8.14107135323079,83.7908610742654,83.7892189903258
8.14365611990551,85.3209761016843,85.3193419537506
8.14624088658023,86.8243780139595,86.822751664862
8.14882565325496,88.3008731721727,88.299254508111
8.15141041992968,89.750273572576,89.7486631348495
8.1539951866044,91.1723983156715,91.1707974648236
8.15657995327912,92.5670748756767,92.5654852192454
8.15916471995385,93.9341393335572,93.932561929172
8.16174948662857,95.2734354303293,95.2718707253184
8.16433425330329,96.584813903459,96.5832620723692
8.16691901997802,97.8681320684104,97.8665934992952
8.16950378665274,99.1232540437932,99.1217293352611
8.17208855332746,100.350050395603,100.34854045083
8.17467332000219,101.548398196702,101.546904003536
8.17725808667691,102.718180849628,102.71670318773
8.17984285335163,103.859287969341,103.857826988811
8.18242762002635,104.971614333846,104.970169942291
8.18501238670108,106.0550595926,106.053631898031
8.1875971533758,107.109528375235,107.108117789988
8.19018192005052,108.134930621243,108.133537411832
8.19276668672525,109.13118069254,109.129805198725
8.19535145339997,110.098197084951,110.096840015577
8.19793622007469,111.035902574862,111.034564952047
8.20052098674941,111.944224550458,111.942907124564
8.20310575342414,112.823094073803,112.821797485588
8.20569052009886,113.672445563691,113.671170640358
8.20827528677358,114.492216937244,114.490964671323
8.21086005344831,115.282349915793,115.281120970455
8.21344482012303,116.042789094228,116.041584079576
8.21602958679775,116.773481665854,116.772301538918
8.21861435347247,117.474377648727,117.473223743987
8.2211991201472,118.145430377446,118.144303810858
8.22378388682192,118.786595848437,118.785497450028
8.22636865349664,119.397832527862,119.396762848873
8.22895342017137,119.979101306685,119.978060562802
8.23153818684609,120.530365584118,120.529353415081
8.23412295352081,121.05159045806,121.050606405459
8.23670772019554,121.542742735503,121.541786627486
8.23929248687026,122.003791297262,122.002863194631
8.24187725354498,122.434707515669,122.43380717508
8.2444620202197,122.83546450438,122.834591535233
8.24704678689443,123.2060369111,123.205191091802
8.24963155356915,123.546401076126,123.545582472481
8.25221632024387,123.856535476611,123.855744085065
8.2548010869186,124.136420193224,124.135656094943
8.25738585359332,124.386036874112,124.385300410829
8.25997062026804,124.605368917286,124.604660678623
8.26255538694276,124.794401838151,124.79372228327
8.26514015361749,124.953122713009,124.952472358411
8.26772492029221,125.081520246848,125.080899803737
8.27030968696693,125.179585111026,125.178995309834
8.27289445364166,125.247310322431,125.246751390311
8.27547922031638,125.284690521413,125.284162421072
8.2780639869911,125.291721864125,125.291224686491
8.28064875366583,125.268402364539,125.267936432272
8.28323352034055,125.21473244922,125.21429792481
8.28581828701527,125.130714469412,125.130311516791
8.28840305368999,125.016352747195,125.015981718816
8.29098782036472,124.871653931099,124.871315276813
8.29357258703944,124.696627434869,124.696321254951
8.29615735371416,124.491284835739,124.491011123877
8.29874212038889,124.255639887427,124.255398853959
8.30132688706361,123.98970893918,123.989501013295
8.30391165373833,123.693511464381,123.693336870264
8.30649642041305,123.367069557567,123.366928500262
8.30908118708778,123.010408005854,123.010300896495
8.3116659537625,122.623554719891,122.623482084413
8.31425072043722,122.206541228241,122.206503239634
8.31683548711195,121.759402149442,121.759398809026
8.31942025378667,121.282175248747,121.282206634693
8.32200502046139,120.774901864497,120.774968080608
8.32458978713612,120.237627391714,120.237728161639
8.32717455381084,119.670400755559,119.670535674623
8.32975932048556,119.073274485226,119.073443331356
8.33234408716028,118.446305192684,118.446507893108
8.33492885383501,117.789554121871,117.78979030651
8.33751362050973,117.103086663439,117.103355840477
8.34009838718445,116.386972394726,116.387274223962
8.34268315385918,115.641285481003,115.641619784293
8.3452679205339,114.866105162242,114.866471585813
8.34785268720862,114.061515295707,114.061913568626
8.35043745388334,113.227604493788,113.228034687197
8.35302222055807,112.364466636375,112.364929048564
8.35819175390751,110.5510483911,110.551574605837
8.36077652058224,109.60090072498,109.601458257242
8.36336128725696,108.621927471453,108.6225157303
8.36853082060641,106.578195697307,106.578845657992
8.37370035395585,104.420995216647,104.421711734437
8.37628512063057,103.300051435517,103.300802842229
8.3788698873053,102.151082854092,102.151868910947
8.38403942065474,99.7699752009798,99.7708277397016
8.38920895400419,97.2791670906048,97.2800839557382
8.39437848735363,94.6800300558167,94.6810108510641
8.39954802070308,91.9740925742504,91.9751342611484
8.40471755405253,89.1630368847098,89.1641332032862
8.40988708740197,86.2486761701503,86.2498214075043
8.41505662075142,83.2329484886538,83.2341397444579
8.42022615410086,80.1179196293073,80.1191557089615
8.42539568745031,76.9057852932312,76.9070651463514
8.43056522079976,73.5988707101382,73.6001942178473
8.4357347541492,70.1996317764391,70.2010010790134
8.44090428749865,66.710658731906,66.7120772013367
8.44607382084809,63.1346791262642,63.1361483488112
8.45124335419754,59.4745565519915,59.4760752182486
8.45641288754699,55.7332880218847,55.734853743144
8.46158242089643,51.9140049843768,51.9156150571595
8.46675195424588,48.0199754817382,48.0216251128675
8.47192148759532,44.0546013441428,44.0562839517407
8.47709102094477,40.0214134375289,40.0231246219835
8.48226055429421,35.9240726860306,35.9258117413082
8.48743008764366,31.766373683935,31.7681397022498
8.49259962099311,27.552241380585,27.5540305179887
8.49776915434255,23.2857230562087,23.2875313071335
8.502938687692,18.9709858377648,18.9728114162184
8.50810822104144,14.6123183961612,14.6141591792078
