Time_ns,V(FET_in) [mV],Err_mV
4.556693391,0.986533948,-0.006798922
4.577018978,1.00630733,-0.008815352
4.597344565,1.004863351,-0.010452293
4.617670152,0.980539617,-0.011579847
4.637995739,0.932247259,-0.01209536
4.658321326,0.859560649,-0.011932044
4.678646913,0.762786164,-0.011065231
4.6989725,0.643004522,-0.009515622
4.719298088,0.502082523,-0.007349172
4.739623675,0.342651718,-0.004673553
4.759949262,0.168053477,-0.001631473
4.780274849,-0.017748087,0.001608606
4.800600436,-0.210281992,0.004863573
4.820926023,-0.404710087,0.007947695
4.84125161,-0.595984358,0.010684619
4.861577197,-0.779015001,0.012918478
4.881902784,-0.94884186,0.014523333
4.902228371,-1.100801935,0.015410402
4.922553958,-1.23068631,0.015532707
4.942879545,-1.334880584,0.014887005
4.963205132,-1.410483622,0.013513075
4.983530719,-1.455400474,0.011490566
5.003856306,-1.468406367,0.00893375
5.024181893,-1.449179779,0.005984575
5.04450748,-1.398303622,0.002804462
5.064833067,-1.317234586,-0.000434706
5.085158654,-1.208241757,-0.003559967
5.105484241,-1.074316732,-0.006406597
5.125809828,-0.919058579,-0.00882697
5.146135415,-0.746538074,-0.010698539
5.166461002,-0.561146673,-0.011930569
5.186786589,-0.367436537,-0.012469239
5.207112176,-0.169958556,-0.012300813
5.227437763,0.026894341,-0.011452602
5.24776335,0.21903141,-0.009991578
5.268088937,0.402789141,-0.008020588
5.288414524,0.575031361,-0.005672296
5.308740111,0.733219786,-0.003101122
5.329065698,0.875452106,-0.000473631
5.349391285,1.000466634,0.002042045
5.369716872,1.107614125,0.004287051
5.390042459,1.196799206,0.006122181
5.410368046,1.268395611,0.00743702
5.430693633,1.323140859,0.008157199
5.451019221,1.362016944,0.008249195
5.471344808,1.386124217,0.00772232
5.491670395,1.396555901,0.006627755
5.511995982,1.394280486,0.005054689
5.532321569,1.380038792,0.003123868
5.552647156,1.354261574,0.000979014
5.572972743,1.317012498,-0.001223237
5.59329833,1.267959986,-0.003324147
5.613623917,1.206380115,-0.005173702
5.633949504,1.131191247,-0.006640694
5.654275091,1.041019632,-0.007621412
5.674600678,0.934293814,-0.008046394
5.694926265,0.809364291,-0.007884854
5.715251852,0.66464367,-0.007146538
5.735577439,0.498761438,-0.005880953
5.755903026,0.31072657,-0.004174047
5.776228613,0.100090459,-0.002142601
5.7965542,-0.132897798,7.33E-05
5.816879787,-0.387151909,0.002319496
5.837205374,-0.660632747,0.004437327
5.857530961,-0.950264114,0.006274373
5.877856548,-1.251887024,0.00769434
5.898182135,-1.560257811,0.008586353
5.918507722,-1.869094424,0.008872776
5.938833309,-2.171173596,0.008515136
5.959158896,-2.4584794,0.007517724
5.979484483,-2.722401379,0.005928571
5.99981007,-2.953978107,0.003837677
6.020135657,-3.144179746,0.001372486
6.040461244,-3.284220817,-0.001309192
6.060786831,-3.365892211,-0.004027903
6.081112418,-3.381899651,-0.006590722
6.101438005,-3.326194508,-0.008803054
6.127056012,-3.14690547,-0.013095118
6.152674018,-2.842479418,-0.014612199
6.178292024,-2.413672372,-0.014597535
6.203910031,-1.866394497,-0.012972867
6.229528037,-1.212365503,-0.009794446
6.255146043,-0.469021567,-0.005265487
6.280764049,0.341319382,0.000257752
6.306382056,1.192386848,0.006274971
6.332000062,2.054834952,0.012187967
6.357618068,2.897347211,0.017382215
6.383236075,3.688047176,0.021307664
6.408854081,4.395994265,0.023529032
6.434472087,4.992531645,0.023748759
6.460090094,5.452429498,0.021821976
6.4857081,5.754880725,0.017772168
6.511326106,5.884358672,0.011801443
6.536944112,5.831254617,0.004287572
6.562562119,5.592222738,-0.004233873
6.588180125,5.170250902,-0.013101021
6.613798131,4.574520633,-0.021570805
6.639416138,3.82008322,-0.028877551
6.665034144,2.927340753,-0.034301326
6.69065215,1.921337544,-0.037238323
6.716270157,0.830904463,-0.037264345
6.741888163,-0.312295278,-0.034183958
6.767506169,-1.474790408,-0.028059875
6.793124175,-2.622376121,-0.019219121
6.818742182,-3.72120636,-0.008237316
6.839033213,-4.536743402,0.00349547
6.859324244,-5.286210482,0.01155671
6.879615275,-5.955092525,0.019449559
6.899906307,-6.531369903,0.026737002
6.920197338,-7.004757524,0.033015337
6.940488369,-7.366209995,0.037929307
6.9607794,-7.608496916,0.041185993
6.981070432,-7.726883316,0.042568752
7.001361463,-7.719092961,0.041949109
7.021652494,-7.584939249,0.039294573
7.041943525,-7.326146707,0.034671217
7.062234556,-6.946360218,0.028240915
7.082525588,-6.451147583,0.020253886
7.102816619,-5.847922377,0.011037422
7.12310765,-5.145776383,0.000981499
7.143398681,-4.355231877,-0.009478335
7.163689713,-3.487994883,-0.019880301
7.183980744,-2.556795462,-0.029757209
7.204271775,-1.575288717,-0.0386577
7.224562806,-0.557912595,-0.046166811
7.244853838,0.480338395,-0.051924956
7.265144869,1.524158852,-0.055644569
7.2854359,2.558123188,-0.057123884
7.311378654,3.839751162,-0.072319995
7.337321408,5.047919463,-0.06690192
7.363264163,6.152874423,-0.056975667
7.389206917,7.125656365,-0.043107302
7.415149671,7.940120538,-0.026148801
7.441092426,8.573717739,-0.00717927
7.46703518,9.007321917,0.012585075
7.492977934,9.225564771,0.031885039
7.518920688,9.217721462,0.049509087
7.544863443,8.978375617,0.064375674
7.570806197,8.507680412,0.075602786
7.596748951,7.81147637,0.082560703
7.622691705,6.901423024,0.084905046
7.64863446,5.795097556,0.082588671
7.674577214,4.515922805,0.075852702
7.700519968,3.092831158,0.06519841
7.726462723,1.559696664,0.05134281
7.752405477,-0.045379509,0.035161696
7.778348231,-1.68092172,0.017624548
7.804290985,-3.303130427,-0.000273614
7.83023374,-4.867145452,-0.017578123
7.856176494,-6.328458859,-0.033434053
7.882119248,-7.644393866,-0.047134742
7.908062002,-8.775607877,-0.058155293
7.934004757,-9.687583473,-0.066169209
7.959947511,-10.35203117,-0.071048597
7.985890265,-10.74809876,-0.072849634
8.011833019,-10.86329449,-0.071785605
8.032511153,-10.75106837,-0.054777541
8.053189286,-10.45959182,-0.05085095
8.07386742,-9.994876289,-0.045999475
8.094545553,-9.366594448,-0.040445187
8.115223686,-8.587483079,-0.034388493
8.13590182,-7.672941497,-0.028002222
8.136548012,-6.640807794,0.011791764
8.137194203,-5.510930536,0.011850316
8.138486587,-4.30451141,0.010774373
8.141071353,-3.043496785,0.008664177
8.14365612,-1.750084477,0.008950358
8.146240887,-0.446234516,0.009233547
8.148825653,0.846811977,0.00951367
8.15141042,2.108921537,0.009790027
8.153995187,3.321369267,0.010061752
8.156579953,4.467109009,0.010328549
8.15916472,5.531001354,0.010590923
8.161749487,6.499947841,0.010849438
8.164334253,7.3629268,0.011104324
8.16691902,8.110981025,0.011355327
8.169503787,8.737192846,0.011602197
8.172088553,9.236635044,0.01184459
8.17467332,9.680744506,0.012082387
8.177258087,9.917195376,0.01231576
8.179842853,9.947936276,0.012545307
8.18242762,9.778113641,0.012771238
8.185012387,9.41603981,0.012993323
8.187597153,8.872806419,0.013211229
8.19018192,8.161638867,0.013425075
8.192766687,7.297501563,0.01363476
8.195351453,6.296941732,0.013839892
8.19793622,5.17795047,0.014040134
8.200520987,3.959800938,0.014235735
8.203105753,2.662901497,0.014426783
8.20569052,1.308694002,0.014613071
8.208275287,-0.080389122,0.014794416
8.210860053,-1.480959078,0.014971129
8.21344482,-2.86877715,0.015143245
8.216029587,-4.218950143,0.0153104
8.218614353,-5.506179988,0.015472203
8.22119912,-6.705059113,0.015628856
8.223783887,-7.790455376,0.015780631
8.226368653,-8.73801332,0.015927795
8.22895342,-9.524748713,0.01607067
8.231538187,-10.12970006,0.016209819
8.234122954,-10.5346198,0.01634533
8.23670772,-10.72469222,0.016476905
8.239292487,-10.68924357,0.0166043
8.241877254,-10.42239039,0.016727811
8.24446202,-9.923573464,0.016847575
8.247046787,-9.197936542,0.016963413
8.249631554,-8.256516141,0.01707503
8.25221632,-7.116212991,0.017182487
8.254801087,-5.79952727,0.01728569
8.257385854,-4.334059922,0.017384372
8.25997062,-2.751802782,0.017478277
8.262555387,-1.088254457,0.017567528
8.265140154,0.618592457,0.01765206
8.26772492,2.329341446,0.017731673
8.270309687,4.004305822,0.01780634
8.272894454,5.604594724,0.017876557
8.27547922,7.093127882,0.017942584
8.278063987,8.174727985,0.018004285
8.280648754,9.148361787,0.018061423
8.28323352,9.999207378,0.018114152
8.285818287,10.71532379,0.018162463
8.288403054,11.28675529,0.018206164
8.29098782,11.70487205,0.01824515
8.293572587,11.96292868,0.018279766
8.296157354,12.05542234,0.018310112
8.29874212,11.90738224,0.018335966
8.301326887,11.52095005,0.018357104
8.303911654,10.90207685,0.018373725
8.30649642,10.06100678,0.018385844
8.309081187,9.012389122,0.018393248
8.311665954,7.774784516,0.018395817
8.31425072,6.3701274,0.018393901
8.316835487,4.823417814,0.018387664
8.319420254,3.162535575,0.018377025
8.32200502,1.448118201,0.018361955
8.324589787,-0.31617492,0.018342827
8.327174554,-2.097737334,0.018319766
8.32975932,-3.776105696,0.018292586
8.332344087,-3.790367724,0.018261131
8.334928854,-3.804628632,0.018225696
8.337513621,-3.833147086,0.018186399
8.340098387,-3.890115833,0.018143083
8.342683154,-4.003807781,0.018095584
8.345267921,-4.230551711,0.018044073
8.347852687,-4.680947915,0.017988466
8.350437454,-5.567268924,0.017928417
8.353022221,-7.260210852,0.017863696
8.358191754,-8.821569355,0.02041541
8.360776521,-10.2205378,0.017644685
8.363361287,-11.42074219,0.017564041
8.368530821,-12.38919609,0.020431295
8.373700354,-13.10096828,0.020405547
8.376285121,-13.53687488,0.017085035
8.378869887,-13.68185274,0.016974267
8.384039421,-13.52640648,0.020294932
8.389208954,-13.06855291,0.020213386
8.394378487,-12.31458387,0.020112934
8.399548021,-11.27864953,0.019995972
8.404717554,-9.981891609,0.019865492
8.409887087,-8.451959812,0.019720796
8.415056621,-6.722890092,0.019558958
8.420226154,-4.834499218,0.01937818
8.425395687,-2.830930116,0.019178236
8.430565221,-0.758955438,0.018958128
8.435734754,1.333353634,0.018715541
8.440904287,3.397724742,0.018449204
8.446073821,5.386949111,0.018160878
8.451243354,7.25628978,0.017853452
8.456412888,8.96467703,0.017528016
8.461582421,10.47552065,0.017184915
8.466751954,11.75728955,0.016826287
8.471921488,12.78402867,0.016453993
8.477091021,13.53578289,0.016065943
8.482260554,13.9988135,0.015658559
8.487430088,14.16560359,0.015232182
8.492599621,14.03475214,0.01478991
8.497769154,13.61082104,0.014332095
8.502938688,12.90411074,0.01385673
8.508108221,11.93032729,0.013364394
8.513277754,10.71015615,0.01285762
8.518447288,9.268787198,0.012335822
8.523616821,7.63540953,0.01179598
8.528786354,5.842665183,0.011238076
8.533955888,3.926056587,0.010664907
8.539125421,1.923324365,0.010076976
8.544294954,-0.126184177,0.009472731
8.549464488,-2.182151048,0.008853491
8.554634021,-4.20393466,0.008222948
8.559803555,-6.15123074,0.007581959
8.564973088,-7.984747912,0.0069288
8.570142621,-9.666891134,0.006264119
8.575312155,-11.16245637,0.005590554
8.580481688,-12.43933878,0.004907904
8.585651221,-13.46924556,0.004213946
8.590820755,-14.22839428,0.00350975
8.595990288,-14.69817292,0.002799123
8.606329355,-14.86573391,0.01436793
8.611498888,-14.72449025,0.000632892
8.616668421,-14.2744789,-9.94E-05
8.627007488,-13.5225588,0.010676959
8.637346555,-12.48241861,0.008700556
8.642516088,-11.17437924,-0.003844029
8.647685621,-9.624988922,-0.004588987
8.658024688,-7.866419918,0.004608186
8.668363755,-5.935688865,0.002497
8.673533288,-3.873732402,-0.008246812
8.678702822,-1.724377426,-0.008962776
8.689041888,0.466751437,-0.001832561
8.699380955,2.653377086,-0.004050835
8.709720022,4.789661903,-0.006255372
8.720059088,6.831186343,-0.008430193
8.730398155,8.735900394,-0.010567372
8.740737222,10.46501411,-0.012665264
8.751076288,11.98373901,-0.014723265
8.761415355,13.26186725,-0.016729052
8.771754422,14.27422569,-0.018660208
8.782093489,15.00102231,-0.020497507
8.792432555,15.42807937,-0.022232326
8.802771622,15.54695423,-0.02386156
8.813110689,15.35496378,-0.025379032
8.823449755,14.85512993,-0.026772479
8.833788822,14.05605789,-0.028028231
8.844127889,12.97175506,-0.029137395
8.854466955,11.62139747,-0.030098001
8.864806022,10.02899319,-0.030912061
8.875145089,8.222971591,-0.031579854
8.885484156,6.235871779,-0.032097331
8.895823222,4.104012516,-0.032459572
8.906162289,1.867006881,-0.032664736
8.916501356,-0.432835693,-0.032715306
8.921670889,-2.751133429,-0.021541984
8.926840422,-5.04208655,-0.021210717
8.937179489,-7.259213791,-0.032387311
8.947518556,-9.35619304,-0.031992143
8.952688089,-11.28779499,-0.019213153
8.957857622,-13.01089682,-0.018753041
8.968196689,-14.48556735,-0.030819803
8.978535756,-15.67613002,-0.030045307
8.983705289,-16.55247905,-0.016214505
8.988874823,-17.09116356,-0.015667851
8.999213889,-17.27599582,-0.028196652
9.009552956,-17.09873473,-0.027102548
9.014722489,-16.56009291,-0.012732336
9.019892023,-15.67032355,-0.012107828
9.030231089,-14.44904145,-0.024650444
9.040570156,-12.92460932,-0.023307514
9.045739689,-11.13337087,-0.008898167
9.050909223,-9.118669526,-0.008239736
9.061248289,-6.929548101,-0.020441979
9.066417823,-4.61919452,-0.006248364
9.071587356,-2.243281534,-0.005576787
9.081926423,0.141695848,-0.017356813
9.087095956,2.480029735,-0.003559761
9.09226549,4.718303711,-0.002895987
9.102604556,6.806737931,-0.014158166
9.10777409,8.700242794,-0.000930187
9.112943623,10.35882968,-0.00028246
9.12328269,11.74827534,-0.010871661
9.128452223,12.84106355,0.001671649
9.133621756,13.61684448,0.002323838
9.143960823,14.06231205,-0.007468601
9.149130356,14.17097665,0.004241789
9.15429989,13.94306736,0.004863315
9.164638956,13.38543115,-0.004073502
9.16980849,12.51130321,0.006679597
9.174978023,11.339985,0.007268498
9.18531709,9.896504107,-0.000707514
9.190486623,8.211266255,0.008984253
9.195656157,6.319674939,0.009540635
9.20082569,4.261937949,0.010090156
9.205995223,2.082135448,0.010630947
9.211164757,-0.17216153,0.011163279
9.21633429,-2.450073572,0.011689449
9.221503823,-4.698067424,0.01220946
9.226673357,-6.860899971,0.012720464
9.23184289,-8.882457937,0.013220983
9.237012423,-10.70637806,0.013711119
9.24735149,-12.27699396,0.009162346
9.252521023,-13.54121465,0.015099593
9.257690557,-14.44941209,0.015531848
9.268029623,-14.95631369,0.012254032
9.273199157,-15.02258711,0.016766806
9.27836869,-14.61629657,0.01716798
9.288707757,-13.71488445,0.015304168
9.29387729,-12.30620505,0.018340099
9.299046824,-10.38897493,0.018710043
9.30938589,-7.973372336,0.018264309
9.319724957,-5.080936286,0.019660555
9.32489449,-1.744268086,0.020287736
9.330064024,1.993728797,0.020557585
9.34040309,6.081008457,0.022321471
9.350742157,10.45807231,0.023597471
9.35591169,15.06003666,0.021727527
9.361081224,19.81854883,0.021932236
9.37142029,24.66404592,0.026040081
9.381759357,29.52793889,0.02716619
9.38692889,34.34441911,0.022699737
9.392098424,39.05204441,0.022802406
9.40243749,43.59496347,0.029212035
9.412776557,47.92404386,0.030118272
9.423115624,51.99775387,0.030951435
9.433454691,55.78268902,0.031698692
9.443793757,59.25374419,0.032353058
9.454132824,62.39344496,0.032912613
9.464471891,65.19158218,0.033371868
9.474810957,67.6455692,0.033722517
9.485150024,69.76045785,0.033955051
9.505687375,71.54834603,0.060030138
9.51595605,73.02732084,0.033670467
9.526224725,74.22081595,0.03337989
9.546762076,75.15734869,0.062553292
9.557030751,75.87037174,0.031669774
9.567299427,76.39726911,0.030849433
9.587836777,76.7786694,0.061005657
9.613068912,77.05836083,0.072522333
9.62568498,77.28313219,0.030671662
9.638301047,77.50186483,0.02842356
9.663373427,77.76492572,0.060070495
9.688445807,78.12391493,0.051235168
9.713518186,78.63123711,0.040967591
9.738590566,79.33908658,0.029556197
9.763662946,80.2984111,0.01736134
9.788735326,81.55795512,0.004785998
9.813807705,83.16316939,-0.007753109
9.838880085,85.15494421,-0.019844572
9.863952465,87.56817729,-0.031101617
9.889024845,90.43018094,-0.041184851
9.914097225,93.75935569,-0.049823412
9.935844763,97.56391173,-0.051157301
9.957592301,101.8407361,-0.055088099
9.979339839,106.5745626,-0.057816636
10,111.7379878,-0.056929967
10.00019899,117.2919152,-0.010156026
10.00039798,123.1863188,-0.010136821
10.00079595,129.3618299,-0.010568877
10.00159191,135.7517991,-0.011434867
10.00318382,142.2848067,-0.013174285
10.00636764,148.8866305,-0.016680921
10.01273528,155.4822773,-0.023796004
10.02547056,161.9983383,-0.038348755
10.05094111,168.3651817,-0.068117144
10.07641167,174.5184847,-0.066028652
10.10188223,180.4005957,-0.062891698
10.12735278,185.9615201,-0.058885635
10.15282334,191.1593974,-0.054186907
10.1782939,195.9607796,-0.048964203
10.20376445,200.3408097,-0.043366424
10.22923501,204.2831971,-0.037515212
10.25470557,207.7799822,-0.031502889
