Time_ns,V(FET_in) [mV],Err_mV
27.88292808,615.1364922,-0.305833614
27.91000506,615.3577311,-0.320821019
27.93708204,615.6424701,-0.328339638
27.96415902,615.9843533,-0.328206435
27.991236,616.3756578,-0.320416948
28.01831298,616.8077267,-0.305145283
28.04538996,617.2711147,-0.282739912
28.07246694,617.7555905,-0.253715534
28.09954392,618.2502875,-0.218741171
28.1266209,618.7440517,-0.178624702
28.15369788,619.2258058,-0.134294131
28.18077485,619.6847891,-0.086776077
28.20785183,620.1107122,-0.037172054
28.23492881,620.4939422,0.013366903
28.26200579,620.8257491,0.063666748
28.28908277,621.098423,0.112557499
28.31615975,621.3053032,0.158900182
28.34323673,621.44119,0.201613048
28.37031371,621.5029752,0.239696851
28.39739069,621.4897043,0.272258391
28.42446767,621.4020335,0.298531294
28.45154465,621.2418949,0.317893693
28.47862163,621.0127587,0.329882813
28.50569861,620.7199812,0.334206239
28.53277558,620.3706794,0.330749384
28.55985256,619.9732547,0.319578717
28.58692954,619.5370407,0.30094066
28.61400652,619.0722293,0.275256324
28.6410835,618.5898253,0.243112247
28.66816048,618.1013947,0.205247245
28.69523746,617.6186607,0.162535567
28.72231444,617.1531486,0.115966707
28.74939142,616.7159594,0.066622421
28.7764684,616.3175903,0.015651527
28.80354538,615.9677005,-0.035756944
28.83062236,615.6748829,-0.086401641
28.85769933,615.446594,-0.135097176
28.88477631,615.2889791,-0.180701936
28.91185329,615.2062653,-0.222145115
28.93416892,615.2003209,-0.238203719
28.95648454,615.2709848,-0.263203798
28.97880016,615.4166607,-0.284016646
29,615.6343664,-0.295425919
29.00039798,615.9193311,-0.21591325
29.00079595,616.2648528,-0.21611541
29.00159191,616.6626846,-0.218071076
29.00318382,617.1035385,-0.221975903
29.00636764,617.5773052,-0.229754097
29.01273528,618.0730708,-0.245169283
29.02547056,618.5792513,-0.27530691
29.05094111,619.0839505,-0.331857154
29.07641167,619.5753708,-0.331608497
29.10188223,620.0420997,-0.324649306
29.12735278,620.4732849,-0.311056264
29.15282334,620.8588226,-0.291049318
29.1782939,621.1896054,-0.264997787
29.20376445,621.45764,-0.233409868
29.22923501,621.656104,-0.19692243
29.25470557,621.7798199,-0.156288247
29.28017612,621.8258948,-0.112358272
29.30564668,621.7937091,-0.06605943
29.33111724,621.6843149,-0.018369207
29.35658779,621.5001211,0.029711102
29.38205835,621.2451969,0.07718204
29.40752891,620.9256022,0.123068469
29.43299946,620.5491976,0.166437918
29.45847002,620.1251199,0.20641535
29.48394058,619.6634227,0.242195599
29.50941113,619.1750064,0.273054371
29.53488169,618.6715511,0.298358702
29.56035225,618.1652263,0.317577865
29.5858228,617.6682569,0.330295231
29.61129336,617.1925575,0.33622059
29.63676392,616.7495069,0.335201484
29.66223447,616.3497619,0.327231812
29.68770503,616.0030117,0.312456222
29.71317559,615.7177876,0.29116942
29.73864614,615.5014068,0.263810108
29.7641167,615.3596508,0.230949835
29.78958726,615.2960983,0.193277635
29.81505781,615.3118852,0.151581751
29.84052837,615.4062239,0.106729951
29.86599893,615.5769211,0.059649703
29.89146948,615.8202488,0.011309
29.91694004,616.1305396,-0.037301939
29.9424106,616.5002076,-0.08518831
29.96788115,616.920246,-0.131368122
29.99335171,617.3806958,-0.17488972
30.01882227,617.8707926,-0.214850042
30.04429282,618.3789927,-0.250413653
30.06976338,618.8931843,-0.280831652
30.09523394,619.4011007,-0.305459441
30.12070449,619.8907218,-0.323772646
30.14617505,620.3505297,-0.335380398
30.17164561,620.7696797,-0.340035118
30.19711616,621.1382125,-0.337638061
30.22258672,621.447279,-0.328240399
30.24805728,621.689212,-0.312040235
30.27352784,621.8576905,-0.289376294
30.29899839,621.9483634,-0.260719045
30.32446895,621.95934,-0.22665984
30.34993951,621.8908793,-0.187898486
30.37541006,621.7447623,-0.145229507
30.40088062,621.5242059,-0.099527197
30.42635118,621.2342763,-0.051729378
30.45182173,620.8820607,-0.002819687
30.47729229,620.4762813,0.046191694
30.50276285,620.0267575,0.094288727
30.5282334,619.5441527,0.140471137
30.55370396,619.0399426,0.183776246
30.57917452,618.5262753,0.223300541
30.60464507,618.0155936,0.258220134
30.63011563,617.5201935,0.287808841
30.65558619,617.0519066,0.311453243
30.68105674,616.6219056,0.328664709
30.7065273,616.2405056,0.339088526
30.73199786,615.9169164,0.34251016
30.75746841,615.6591289,0.338858625
30.78293897,615.4738203,0.328207083
30.80840953,615.3658121,0.310770987
30.83388008,615.337472,0.286903975
30.85935064,615.3888652,0.2570915
30.8848212,615.5184247,0.22194203
30.91029175,615.7232098,0.182175622
30.93576231,615.9985487,0.138609886
30.96123287,616.3377578,0.092143515
30.98670342,616.732431,0.043737685
31.01217398,617.173004,-0.00560426
31.03764454,617.6490854,-0.054858287
31.06311509,618.1495002,-0.103001677
31.08858565,618.6623713,-0.149034795
31.11405621,619.1754409,-0.19200203
31.13952676,619.6765105,-0.231011761
31.16499732,620.1537795,-0.265254822
31.19046788,620.5960424,-0.294020768
31.21593843,620.9928622,-0.316711846
31.24140899,621.3348108,-0.332854868
31.26687955,621.613619,-0.342111068
31.2923501,621.8222189,-0.34428358
31.31782066,621.9551402,-0.339322145
31.34329122,622.0091871,-0.32732474
31.36876177,621.9835649,-0.308536102
31.39423233,621.8793009,-0.283343136
31.41970289,621.6988069,-0.252267154
31.44517344,621.4460974,-0.215952993
31.470644,621.1271728,-0.175155198
31.49611456,620.7499155,-0.130721705
31.52158511,620.3235652,-0.083575584
31.54705567,619.8582907,-0.034695357
31.57252623,619.3650764,0.01490562
31.59799678,618.8556759,0.064200255
31.62346734,618.3423566,0.112168874
31.6489379,617.8374657,0.157819903
31.67440845,617.3530363,0.200209894
31.69987901,616.9005421,0.238462841
31.72534957,616.4907186,0.271788233
31.75082012,616.1333342,0.299497135
31.77629068,615.8369807,0.321016131
31.80176124,615.6090125,0.335899152
31.82723179,615.4553126,0.343836992
31.85270235,615.3796474,0.344664064
31.87817291,615.383312,0.338362002
31.90364346,615.4655762,0.325059977
31.92911402,615.6242856,0.305031884
31.95458458,615.8558454,0.278690574
31.98005513,616.1548035,0.246579263
32.00552569,616.5137812,0.209360258
32.03099625,616.9239324,0.167801237
32.0564668,617.3754569,0.122759453
32.08193736,617.8577932,0.075164236
32.10740792,618.3596324,0.025998102
32.13287847,618.8690842,-0.023723222
32.15834903,619.3740643,-0.07297155
32.18381959,619.8627071,-0.120727377
32.20929014,620.3236338,-0.166000843
32.2347607,620.7461158,-0.207852332
32.26023126,621.1202632,-0.245412449
32.28570181,621.43726,-0.277900488
32.31117237,621.6894504,-0.304640737
32.33664293,621.8704226,-0.325076444
32.36211348,621.9755484,-0.338781453
32.38758404,622.0025655,-0.345469281
32.4130546,621.9514173,-0.344999227
32.43852515,621.8236087,-0.337379258
32.46399571,621.6219832,-0.322765671
32.48946627,621.3510862,-0.301459738
32.51493682,621.017432,-0.273901486
32.54040738,620.6292181,-0.240660662
32.56587794,620.1957829,-0.202424999
32.59134849,619.7272958,-0.159985973
32.61681905,619.234716,-0.114222405
32.64228961,618.7297039,-0.066082275
32.66776016,618.224297,-0.016563083
32.69323072,617.7304771,0.033308861
32.71870128,617.2598355,0.082499815
32.74417183,616.8233763,0.129990134
32.76964239,616.431338,0.174795354
32.79511295,616.0929495,0.215986695
32.82058351,615.8162722,0.252710609
32.84605406,615.6081605,0.284206537
32.87152462,615.4739033,0.309822351
32.89699518,615.416578,0.329027472
32.92246573,615.4369159,0.341423698
32.94793629,615.5338734,0.346753526
32.97340685,615.7050922,0.344905576
32.9988774,615.9467138,0.335916881
33.02434796,616.2530022,0.319972059
33.04981852,616.61643,0.297399526
33.07528907,617.0281888,0.26866484
33.10075963,617.4786144,0.234361212
33.12623019,617.957294,0.195197289
33.15170074,618.4530909,0.151982453
33.1771713,618.9543674,0.10561003
33.20264186,619.4493871,0.057038784
33.22811241,619.9266831,0.0072731
33.25358297,620.3752798,-0.042657797
33.27905353,620.7848447,-0.091721123
33.30452408,621.1458916,-0.138901839
33.32999464,621.450002,-0.183223446
33.3554652,621.6898848,-0.223768197
33.38093575,621.8594875,-0.2596963
33.40640631,621.9545637,-0.290263256
33.43187687,621.9731803,-0.31483495
33.45734742,621.9154672,-0.332900524
33.48281798,621.7829963,-0.344083017
33.50828854,621.5786497,-0.34814744
33.53375909,621.3070071,-0.345005882
33.55922965,620.9745521,-0.334719436
33.58470021,620.5893391,-0.317497
33.61017076,620.160477,-0.293691095
33.63564132,619.6978744,-0.263790802
33.66111188,619.2122187,-0.228411835
33.68658243,618.7148702,-0.188283911
33.71205299,618.2175272,-0.144235688
33.73752355,617.7318127,-0.097177659
33.7629941,617.2689724,-0.048083378
33.78846466,616.8396952,0.002030617
33.81393522,616.4539369,0.052125838
33.83940577,616.1206769,0.101163392
33.86487633,615.8477691,0.148125509
33.89034689,615.6419122,0.192036612
33.91581744,615.5082949,0.231983811
33.941288,615.4499619,0.26713627
33.96675856,615.4676947,0.296762569
33.99222911,615.5605714,0.320245751
34.01769967,615.7264031,0.337096049
34.04317023,615.9615369,0.346961211
34.06864078,616.2604856,0.349634067
34.09411134,616.6160159,0.345056953
34.1195819,617.0196425,0.333322831
34.14505245,617.4620304,0.314673233
34.17052301,617.9330892,0.289493177
34.19599357,618.4219926,0.258303179
34.22146412,618.9173968,0.221748423
34.24693468,619.4078298,0.180585278
34.27240524,619.8820459,0.135665494
34.29787579,620.3292381,0.087918481
34.32334635,620.7391881,0.038332064
34.34881691,621.1024671,-0.012067938
34.37428746,621.4106651,-0.062238891
34.39975802,621.6564553,-0.111142878
34.42522858,621.8336716,-0.157767994
34.45069913,621.937841,-0.201149093
34.47616969,621.9667328,-0.240387842
34.50164025,621.9201805,-0.274671416
34.5271108,621.7994684,-0.303289085
34.55258136,621.6071483,-0.325646522
34.57805192,621.3474079,-0.341277892
34.60352247,621.0263199,-0.34985559
34.62899303,620.6515587,-0.35119726
34.65446359,620.2318939,-0.345269745
34.67993414,619.7769156,-0.332189864
34.7054047,619.2970108,-0.312222157
34.73087526,618.8032806,-0.285773709
34.75634581,618.3072314,-0.253386091
34.78181637,617.8203674,-0.215724487
34.80728693,617.3538821,-0.173564148
34.83275748,616.9184748,-0.127774519
34.85822804,616.5241802,-0.079301393
34.8836986,616.1801299,-0.029147469
34.90916915,615.8943707,0.021648349
34.93463971,615.6738326,0.072032503
34.96011027,615.5240816,0.120958713
34.98558082,615.4486914,0.167409684
35.01105138,615.4489579,0.210418358
35.03652194,615.5243607,0.249088451
35.06199249,615.6730936,0.282613452
35.08746305,615.8919838,0.310293429
35.11293361,616.1760861,0.331549467
35.13840416,616.5186478,0.345935771
35.16387472,616.9115512,0.3531492
35.18934528,617.345764,0.353035844
35.21481583,617.8114813,0.345594298
35.24028639,618.2981258,0.330975625
35.26575695,618.7945111,0.309480142
35.29122751,619.2892078,0.281551176
35.31669806,619.7709172,0.24776586
35.34216862,620.2287093,0.208823097
35.36763918,620.6521727,0.165528915
35.39310973,621.0316015,0.118779622
35.41858029,621.3582401,0.069543159
35.44405085,621.6243869,0.018839042
35.4695214,621.8234176,-0.032282729
35.49499196,621.9502214,-0.082763377
35.52046252,622.0018417,-0.131557199
35.54593307,621.9774967,-0.177652975
35.57140363,621.8779924,-0.220094814
35.59687419,621.7053866,-0.258002123
35.62234474,621.4632785,-0.290587833
35.6478153,621.1571588,-0.317174383
35.67328586,620.7942564,-0.337207435
35.69875641,620.3830396,-0.350267317
35.72422697,619.9328676,-0.356077957
35.74969753,619.4539315,-0.35451288
35.77516808,618.9572163,-0.345597992
35.80063864,618.454244,-0.329511187
35.8261092,617.9566687,-0.306578894
35.85157975,617.4759305,-0.277269666
35.87705031,617.0230453,-0.242184843
35.90252087,616.6084385,-0.202046368
35.92799142,616.2417186,-0.15768202
35.95346198,615.9314431,-0.110008403
35.97893254,615.6850609,-0.060012097
36.00440309,615.5087964,-0.008729302
36.02987365,615.4070624,0.042775626
36.05534421,615.3819518,0.093432325
36.08081476,615.4335122,0.142186742
36.10628532,615.5603825,0.188023043
36.13175588,615.7599144,0.229985003
36.15722643,616.0277625,0.267196405
36.18269699,616.3576722,0.298879538
36.20816755,616.7418222,0.324371342
36.2336381,617.1713401,0.343137159
36.25910866,617.6365425,0.354782031
36.28457922,618.126934,0.359059252
36.31004977,618.6312982,0.355875724
36.33552033,619.1380245,0.345293922
36.36099089,619.6355131,0.32753052
36.38646144,620.1124627,0.302951858
36.411932,620.5580361,0.272066345
36.43740256,620.9620295,0.235513883
36.46287311,621.3151169,0.194052479
36.48834367,621.6090236,0.148542337
36.51381423,621.8365392,0.099927866
36.53928478,621.9917865,0.049218001
36.56475534,622.0708981,-0.002534774
36.5902259,622.0723269,-0.05425629
36.61569645,621.9963776,-0.104873006
36.64116701,621.8446734,-0.153334221
36.66663757,621.6202648,-0.198633709
36.69210812,621.3280663,-0.239830684
36.71757868,620.9749032,-0.276069523
36.74304924,620.569062,-0.306597406
36.76851979,620.1198326,-0.330779575
36.79399035,619.6373655,-0.348112238
36.81946091,619.1326688,-0.358233058
36.84493146,618.6174304,-0.360928867
36.87040202,618.1036287,-0.356140216
36.89587258,617.6031332,-0.343962626
36.92134313,617.1274446,-0.324644621
36.94681369,616.6875237,-0.298582717
36.97228425,616.2935836,-0.266313416
36.9977548,615.9548238,-0.228502297
37.02322536,615.6793194,-0.185930332
37.04869592,615.4739852,-0.139477776
37.07416647,615.344088,-0.090105995
37.09963703,615.2925794,-0.038837651
37.12510759,615.3201246,0.013264415
37.15057814,615.4257628,0.065119192
37.1760487,615.6072509,0.115649936
37.20151926,615.8607341,0.163806464
37.22698981,616.1803836,0.208586921
37.25246037,616.5585901,0.249058868
37.27793093,616.9865091,0.284378995
37.30340148,617.4544189,0.313810664
37.32887204,617.9517614,0.336739048
37.3543426,618.4671739,0.352683883
37.37981315,618.9887592,0.361309682
37.40528371,619.5045085,0.362433022
37.43075427,620.0026487,0.356026549
37.45622482,620.4718415,0.342219588
37.48169538,620.9013413,0.321295479
37.50716594,621.2812262,0.293685801
37.53263649,621.6026331,0.25996154
37.55810705,621.8577984,0.220821302
37.58357761,622.0401763,0.177076775
37.60904816,622.1450759,0.129635796
37.63451872,622.1702201,0.079483444
37.65998928,622.1154663,0.027661548
37.68545983,621.9821381,-0.024752982
37.71093039,621.7729078,-0.076670598
37.73640095,621.4922452,-0.127011824
37.76187151,621.146656,-0.174729634
37.78734206,620.7443283,-0.21883124
37.81281262,620.2945895,-0.258399037
37.83828318,619.8076528,-0.292609876
37.86375373,619.2946151,-0.320752034
37.88922429,618.7673558,-0.342239722
37.91469485,618.2381816,-0.35662517
37.9401654,617.7193864,-0.36360807
37.96563596,617.2229343,-0.363041984
37.99110652,616.760271,-0.35493739
38.01657707,616.342134,-0.339461357
38.04204763,615.9782862,-0.316934008
38.06751819,615.6773395,-0.287821895
38.09298874,615.4467349,-0.252728374
38.1184593,615.2924051,-0.212381083
38.14392986,615.2180493,-0.167616769
38.16940041,615.2248952,-0.11936386
38.19487097,615.3122816,-0.068623188
38.22034153,615.4782088,-0.016447251
38.24581208,615.7191694,0.036081592
38.27128264,616.0296908,0.087873561
38.2967532,616.4023509,0.137854042
38.32222375,616.8283006,0.18498571
38.34769431,617.2977376,0.228290043
38.37316487,617.8000252,0.266867878
38.39863542,618.3236868,0.299918171
38.42410598,618.8566066,0.326754383
38.44957654,619.3864459,0.346818445
38.47504709,619.9010459,0.359692304
38.50051765,620.3886694,0.365106791
38.52598821,620.838159,0.362947402
38.55145876,621.2391454,0.353256741
38.57692932,621.5823105,0.336233624
38.60239988,621.859473,0.312229037
38.62787043,622.0636233,0.281738976
38.65334099,622.1894719,0.245394147
38.67881155,622.2341485,0.203947379
38.7042821,622.1971234,0.158257888
38.72975266,622.0795068,0.109273139
38.75522322,621.8837356,0.05800931
38.78069377,621.6139578,0.00553047
38.80616433,621.2763989,-0.047073536
38.83163489,620.8791287,-0.098709932
38.85710544,620.4314873,-0.148305798
38.882576,619.9437299,-0.19483019
38.90804656,619.4269931,-0.237315661
38.93132591,618.8932457,-0.265283469
38.95460526,618.354981,-0.29450733
38.97788461,617.8247606,-0.31860552
39,617.3148495,-0.332055257
39.00079595,616.837004,-0.251922308
39.00159191,616.4022935,-0.252374884
39.00318382,616.0208481,-0.256330012
39.00636764,615.7016315,-0.264197918
39.01273528,615.4524033,-0.279738276
39.02547056,615.2795208,-0.309892513
39.05094111,615.1872383,-0.365538376
39.07641167,615.1772511,-0.364462332
39.10188223,615.2491385,-0.355951698
39.12735278,615.4010527,-0.340128313
39.15282334,615.6297369,-0.317272838
39.1782939,615.9300396,-0.287826624
39.20376445,616.2684854,-0.252378897
39.22923501,616.2800448,-0.211655021
39.25470557,616.2916519,-0.16650167
39.28017612,616.3149666,-0.11786711
39.30564668,616.362208,-0.066778045
39.33111724,616.4588996,-0.014313773
39.35658779,616.6690434,0.038421501
39.38205835,617.1437224,0.090326114
39.40752891,617.6298866,0.140325894
39.43299946,618.1107682,0.187395483
39.45847002,618.605458,0.230576842
39.4712053,619.1153158,0.213857661
39.48394058,619.6196872,0.230250243
39.49667586,620.1007772,0.245423376
39.50304349,620.5523041,0.230844376
39.50941113,620.9695668,0.237219223
39.52214641,621.3431617,0.271845362
39.53488169,621.6627704,0.282935999
39.54124933,621.921356,0.264273771
39.54761697,622.1143752,0.268701872
39.56035225,622.237858,0.300778862
39.56671989,622.288751,0.279861739
39.57308753,622.2660309,0.282846551
39.57945516,622.1705999,0.285450336
39.5858228,622.0045415,0.287672803
39.58900662,621.7710129,0.276320861
39.59219044,621.4746721,0.277198
39.59855808,621.1217938,0.290974577
39.60492572,620.7198829,0.292068926
39.60810954,620.2772632,0.280252914
39.61129336,619.8029565,0.280603757
39.617661,619.3066919,0.293166924
39.62402864,618.7987774,0.293150571
39.62721246,618.2897966,0.281005034
39.63039628,617.7902887,0.280812486
39.63676392,617.3105278,0.291971076
39.64313156,616.8603768,0.290786021
39.64631538,616.4491288,0.278421076
39.6494992,616.0852975,0.277659174
39.65586684,615.7764361,0.287253819
39.65905065,615.5291351,0.274835756
39.66223447,615.3489693,0.27372106
39.66860211,615.2399676,0.282244463
39.67178593,615.2040685,0.269839354
39.67496975,615.2413188,0.268365059
39.68133739,615.3505473,0.275746518
39.6829293,615.5296147,0.259072153
39.68452121,615.7750301,0.258223781
39.68770503,616.081594,0.261596137
39.69407267,616.442594,0.267792736
39.69566458,616.8503251,0.251675715
39.69725649,617.2964126,0.250654058
39.70044031,617.7718064,0.253422946
39.70362413,618.2667381,0.25117209
39.70680795,618.7709086,0.248845545
39.70999177,619.2738554,0.246443178
39.71317559,619.765273,0.243963442
39.71635941,620.2351763,0.241404713
39.71954323,620.6739931,0.238766336
39.72272705,621.0727157,0.236049071
39.72591087,621.4231314,0.233255429
39.72909469,621.7179838,0.23038733
39.7306866,621.9509346,0.224775571
39.73227851,622.1166619,0.223336004
39.73546232,622.2114357,0.224420855
39.73864614,622.2335873,0.221316838
39.74182996,622.1832206,0.218135567
39.74501378,622.0615803,0.2148817
39.7481976,621.870919,0.211558311
39.75138142,621.6149182,0.208167866
39.75456524,621.2989752,0.204712249
39.75774906,620.9299423,0.201193068
39.75934097,620.5156248,0.196063472
39.76093288,620.064514,0.194312575
39.7641167,619.5858103,0.193968498
39.76730052,619.0894292,0.190263769
39.76889243,618.5857732,0.185331498
39.77048434,618.0853577,0.183490616
39.77366816,617.598507,0.1826732
39.77685198,617.1351989,0.178786326
39.77844389,616.7049594,0.174061166
39.7800358,616.3166886,0.172129235
39.78321962,615.9784223,0.17082355
39.78640344,615.6972066,0.166746577
39.78799535,615.479145,0.162233701
39.78958726,615.3291824,0.160210034
39.79277108,615.2504873,0.158416279
39.7959549,615.2441572,0.154169651
39.79754681,615.3096755,0.149889754
39.79913872,615.445488,0.147788221
39.80232254,615.6489735,0.145527073
39.80550636,615.9160003,0.141137617
39.80709827,616.240773,0.137110681
39.80869018,616.6162032,0.134945484
39.81187399,617.0343888,0.132242044
39.81505781,617.4867951,0.127741116
39.81664972,617.9642003,0.123986918
39.81824163,618.456731,0.121770385
39.82142545,618.9541347,0.118637088
39.82460927,619.4461425,0.114031673
39.82620118,619.9227241,0.110553979
39.82779309,620.3742058,0.108283228
39.83097691,620.7913746,0.104706166
39.83416073,621.1656622,0.099983748
39.83575264,621.4893736,0.09678015
39.83734455,621.7557605,0.094451275
39.84052837,621.9589631,0.090426291
39.84212028,622.094315,0.087409448
39.84371219,622.1589759,0.085044421
39.84689601,622.1521016,0.080730382
39.84848792,622.0743184,0.077907975
39.85007983,621.9272399,0.075515798
39.85326365,621.713615,0.070924781
39.85485556,621.4377651,0.068299563
39.85644747,621.1056426,0.065880959
39.85963129,620.7244171,0.061014908
39.86042724,620.3020441,0.059849231
39.8612232,619.8471439,0.058644863
39.86281511,619.3690533,0.056150702
39.86599893,618.8777444,0.051027764
39.86679488,618.3835179,0.050190856
39.86759084,617.8966463,0.048980079
39.86918275,617.4271387,0.046361653
39.87236657,616.9846241,0.040985639
39.87316252,616.578226,0.040474927
39.87395848,616.2163594,0.039255249
39.87555039,615.9065102,0.036507105
39.87873421,615.655194,0.030877587
39.87953016,615.4679773,0.030694134
39.88032612,615.3490731,0.029469028
39.88191803,615.3007539,0.026602024
39.88510185,615.323368,0.02074394
39.8858978,615.4159452,0.020891684
39.88669376,615.5765688,0.019666323
39.88828566,615.8021114,0.016688435
39.89146948,616.0878415,0.01060535
39.89226544,616.4274969,0.011080313
39.89306139,616.8137543,0.009852256
39.8946533,617.2386057,0.006759083
39.89624521,617.6934115,0.00427387
39.89783712,618.1688482,0.00178849
39.89942903,618.6550377,-0.000696932
39.90102094,619.1418773,-0.003181585
39.90261285,619.6193685,-0.005665226
39.90420476,620.0778062,-0.008148281
39.90579667,620.5078723,-0.010630597
39.90738858,620.9007645,-0.013111946
39.90898049,621.2484061,-0.015592542
39.9105724,621.5436348,-0.018072555
39.91216431,621.7802028,-0.020551681
39.91375622,621.9527946,-0.023029814
39.91534813,622.0574984,-0.025507281
39.91694004,622.0923396,-0.027984
39.91853195,622.0571532,-0.030459604
39.92012386,621.9529824,-0.03293397
39.92171577,621.7818234,-0.035407031
39.92330768,621.546958,-0.037878249
39.92489959,621.2532937,-0.040346777
39.9264915,620.9072115,-0.042812026
39.92808341,620.5160941,-0.04527372
39.92967532,620.0880095,-0.04773171
39.93126723,619.6316913,-0.050185898
39.93285914,619.156568,-0.052636347
39.93445105,618.6725885,-0.055083289
39.93604296,618.1898778,-0.057526595
39.93763487,617.7184219,-0.059965542
39.93922678,617.2678938,-0.062399351
39.94081869,616.8475505,-0.064827383
39.9424106,616.4660814,-0.067248756
39.94400251,616.1313871,-0.069662364
39.94559442,615.8504185,-0.07206765
39.94718633,615.629194,-0.074464709
39.94877824,615.4726905,-0.076853618
39.95037015,615.3843139,-0.079234359
39.95196206,615.365496,-0.081607218
39.95355397,615.4159917,-0.083972682
39.95514588,615.5344668,-0.086330957
39.95673779,615.7186073,-0.088681992
39.9583297,615.9647342,-0.091026003
39.95992161,616.2675659,-0.093363436
39.96151352,616.6204853,-0.095694493
39.96310543,617.0160111,-0.098019107
39.96469734,617.4460391,-0.100337268
39.96628924,617.901818,-0.102648908
39.96788115,618.3739507,-0.104953587
39.96947306,618.8526128,-0.107250648
39.97106497,619.3278975,-0.109539719
39.97265688,619.7900895,-0.111820774
39.97424879,620.2298003,-0.114093725
39.9758407,620.6380637,-0.116358395
39.97743261,621.0064955,-0.118614808
39.97902452,621.3275144,-0.12086279
39.98061643,621.5944535,-0.123101901
39.98220834,621.8015139,-0.125331697
39.98380025,621.9439647,-0.127551625
39.98539216,622.0187168,-0.129761032
39.98698407,622.0246063,-0.131959255
39.98857598,621.9619964,-0.134145756
39.99016789,621.8322652,-0.136320071
39.9917598,621.6378339,-0.138481721
39.99335171,621.3825701,-0.140630417
39.99494362,621.0719302,-0.142765966
39.99653553,620.7126285,-0.144888168
39.99812744,620.312203,-0.146997028
39.99971935,619.8788425,-0.149092833
40.00131126,619.4214217,-0.15117598
40.00290317,618.9494547,-0.153246733
40.00449508,618.4728352,-0.15530528
40.00608699,618.0014911,-0.157351788
40.0076789,617.5451345,-0.159386319
40.00927081,617.1131324,-0.161408696
40.01086272,616.7143926,-0.163418512
40.01245463,616.3571804,-0.165415313
40.01404654,616.0488983,-0.167398689
40.01563845,615.7960107,-0.169368256
40.01723036,615.6040776,-0.171323884
40.01882227,615.477445,-0.1732659
40.02041418,615.418673,-0.175194946
40.02200609,615.4284323,-0.177111633
40.023598,615.5060181,-0.179016387
40.02518991,615.6497746,-0.180909575
40.02678182,615.856932,-0.182791149
40.02837373,616.1232166,-0.184660307
40.02996564,616.4428379,-0.186515724
40.03155755,616.8088965,-0.188356001
40.03314946,617.2137761,-0.190179816
40.03474137,617.6492423,-0.19198604
40.03633328,618.106395,-0.193774114
40.03792519,618.5757593,-0.195544132
40.0395171,619.0475785,-0.197296544
40.04110901,619.5121403,-0.199031872
40.04270091,619.9599813,-0.200750628
40.04429282,620.3819892,-0.202453209
40.04588473,620.7695206,-0.204139593
40.04747664,621.1145927,-0.205809186
40.04906855,621.4100831,-0.207461175
40.05066046,621.6497615,-0.209094864
40.05225237,621.8282739,-0.210709751
40.05384428,621.9415309,-0.212305654
40.05543619,621.9872578,-0.213882833
40.0570281,621.9649842,-0.215441815
40.05862001,621.8754996,-0.216983102
40.06021192,621.7205314,-0.218507114
40.06180383,621.5029985,-0.220014237
40.06339574,621.2273702,-0.221504783
40.06498765,620.8995955,-0.222978839
40.06657956,620.526674,-0.224436308
40.06817147,620.1163136,-0.225877112
40.06976338,619.6768762,-0.227301193
40.07135529,619.2174119,-0.228708453
40.0729472,618.7475229,-0.230098819
40.07453911,618.2770468,-0.231472106
40.07772293,617.8157396,-0.239988961
40.08409057,617.3730852,-0.256937559
40.09682585,616.9581894,-0.290397641
40.11300413,616.5796417,-0.314180312
40.12918241,616.2453067,-0.322517751
40.15361521,615.962142,-0.361845258
40.17804801,615.7361916,-0.362680296
40.2024808,615.5725341,-0.356721318
40.2269136,615.4748183,-0.343956926
40.2513464,615.4448018,-0.324517444
40.27577919,615.4825314,-0.298797865
40.30021199,615.5869135,-0.267383497
40.32464479,615.755912,-0.230912601
40.34907758,615.9862182,-0.190050702
40.37351038,616.2729643,-0.145548578
40.39794318,616.6099118,-0.098266078
40.42237597,616.9899038,-0.049129602
40.44680877,617.4051453,0.000925198
40.47124157,617.8472063,0.050979647
40.49567436,618.3070046,0.100129152
40.52010716,618.7749865,0.147482315
40.54453996,619.2414539,0.192161029
40.56897275,619.6968501,0.233303932
40.59340555,620.1319099,0.270103674
40.61783835,620.5377545,0.301866064
40.64227114,620.9060371,0.328045844
40.66670394,621.229154,0.348241933
40.69113674,621.5003862,0.362158109
40.71556953,621.7138729,0.36953114
40.74000233,621.8647356,0.370062749
40.76443513,621.9496005,0.363444312
40.78886792,621.9669703,0.349502179
40.81330072,621.9169376,0.328352323
40.83165223,621.8006538,0.289861671
40.85000374,621.6202594,0.267555165
40.86835525,621.3792558,0.242159461
40.88670676,621.0827164,0.214009698
40.90505828,620.7370282,0.183442165
40.92340979,620.3494555,0.150794122
40.9417613,619.9279224,0.116389564
40.96011281,619.4810302,0.0805555
40.97846432,619.0180393,0.04369679
40.99681583,618.5486448,0.006339071
41.01516734,618.0826402,-0.030935051
41.03351885,617.6296488,-0.067602339
41.05187036,617.1989819,-0.103261172
41.07022187,616.7995296,-0.137599161
41.08857338,616.4395909,-0.170319921
41.10692489,616.1266531,-0.201107508
41.1252764,615.8672865,-0.229650829
41.14362792,615.6671776,-0.255685725
41.16197943,615.53089,-0.278973397
41.18033094,615.4613087,-0.298981313
41.19460892,615.4594326,-0.297138299
