"Time [ns]","V(VTx) [V]"
0,0
0.000198988724224471,0.0787678141629081
0.000397977448448942,0.157535528590162
0.000795954896897884,0.315070259295852
0.00149578883233614,0.592086999779401
0.00242521341415154,0.959968020705218
0.00363017352315713,1.43686941317179
0.00532796493122024,2.10870616694793
0.00743464638916713,2.94206856522938
0.00954132784711401,3.77501343113687
0.0116480093050609,4.60742255483283
0.0137546907630078,5.43917780251112
0.0163767950274207,6.4733393815464
0.0189988992918336,7.50607776335466
0.0216210035562465,8.53716589504796
0.0242431078206593,9.5663770865544
0.0268652120850722,10.5934850604571
0.0294873163494851,11.6182640017425
0.032109420613898,12.6404886074469
0.0347315248783109,13.6599341361906
0.0373536291427238,14.6763764575883
0.0399757334071367,15.6895921015254
0.0425978376715496,16.6993583072891
0.0452199419359625,17.7054530725435
0.0478420462003754,18.7076552021378
0.0504641504647882,19.7057443567377
0.0530862547292011,20.6995011012672
0.055708358993614,21.6887069531536
0.0588917533256058,22.8832336425933
0.0620751476575976,24.070344988088
0.0652585419895893,25.2496563045419
0.0691701042340445,26.6874793598676
0.0730816664784997,28.1122456649746
0.0769932287229549,29.5232581582365
0.0819373229318087,31.2859817142551
0.0868814171406626,33.0242518434446
0.0918255113495165,34.7367098970083
0.0967696055583704,36.4220174011181
0.101713699767224,38.0788571030787
0.106657793976078,39.7059340009052
0.112612614032976,41.6243227933374
0.118567434089873,43.4955174341888
0.124522254146771,45.3173963407505
0.130477074203668,47.0878938450785
0.136431894260566,48.8050025360732
0.142386714317463,50.4667755355056
0.148341534374361,52.071328705411
0.154296354431258,53.6168427843471
0.160251174488156,55.1015654500942
0.16801503642597,56.9432646145233
0.175778898363784,58.6752217551977
0.183542760301598,60.2940990149896
0.191306622239412,61.7967764662324
0.199070484177226,63.1803581234979
0.208506034266176,64.697697456771
0.217941584355126,66.0308896440401
0.227377134444075,67.1761400597464
0.236812684533025,68.1301890114464
0.246248234621974,68.8903210177783
0.257741704134732,69.5511787660994
0.269235173647489,69.9183400884071
0.280728643160247,69.9902545585252
0.292222112673004,69.766618500467
0.303715582185761,69.2483762707787
0.315209051698519,68.4377162707697
0.326702521211276,67.3380617054659
0.338195990724034,65.9540561283111
0.349689460236791,64.2915438326559
0.361182929749548,62.3575451728366
0.372676399262306,60.1602269190557
0.386472264590226,57.1881585306617
0.400268129918146,53.8682109250409
0.414063995246066,50.2205795553072
0.427859860573985,46.2674531958194
0.441655725901905,42.0328789664512
0.455451591229825,37.5426160524263
0.469247456557745,32.8239790095516
0.483043321885665,27.905671608031
0.496839187213585,22.8176122256001
0.510635052541505,17.5907518521255
0.524430917869425,12.2568858127581
0.538226783197345,6.84846035494238
0.552022648525265,1.39837527582219
0.565818513853185,-4.06021620932402
0.579614379181104,-9.49410914020725
0.593410244509024,-14.8702487994199
0.607206109836944,-20.1559317863909
0.621001975164864,-25.319004954258
0.637924117273889,-31.4385920371931
0.654846259382913,-37.2705140772288
0.671768401491938,-42.7614086304667
0.688690543600962,-47.8610336754019
0.705612685709987,-52.5227273304978
0.722534827819012,-56.7038348132598
0.739456969928036,-60.3660987341087
0.756379112037061,-63.4760091538379
0.773301254146085,-66.0051102016108
0.79022339625511,-67.9302604479208
0.807145538364134,-69.2338446500901
0.824067680473159,-69.9039349328181
0.840989822582184,-69.9343999289719
0.857911964691208,-69.3249608819704
0.874834106800233,-68.0811941964247
0.891756248909257,-66.214480413694
0.908678391018282,-63.7419000792351
0.925600533127306,-60.6860774545653
0.942522675236331,-57.0749735038835
0.959444817345356,-52.9416300495354
0.976366959454381,-48.3238674373145
0.993289101563405,-43.263938477982
1.01021124367243,-37.8081418314598
1.02713338578145,-32.0063983712563
1.04405552789048,-25.9117944054162
1.0609776699995,-19.5800959335492
1.07789981210853,-13.069238384519
1.09482195421755,-6.43879650371911
1.11174409632658,0.25056075949581
1.1286662384356,6.93762537641334
1.14558838054463,13.5612102961751
1.16251052265365,20.06070931104
1.17943266476268,26.3766516068977
1.1963548068717,32.4512459248606
1.21327694898073,38.2289093548222
1.23019909108975,43.6567759224899
1.24712123319878,48.6851803162875
1.2640433753078,53.2681123279988
1.28096551741683,57.3636378489909
1.29788765952585,60.9342825698769
1.31480980163488,63.9473748727421
1.3317319437439,66.3753447784495
1.34865408585293,68.1959762136375
1.36557622796195,69.392610289152
1.3859018149896,69.9900139345573
1.40622740201725,69.6638070812515
1.4265529890449,68.4182944586887
1.44687857607255,66.2699122478297
1.46720416310021,63.2470111840671
1.48752975012786,59.3894824318986
1.50785533715551,54.7482311684245
1.52818092418316,49.3845048224294
1.54850651121081,43.36908483382
1.56883209823846,36.7813525992171
1.58915768526611,29.7082419297822
1.60948327229376,22.2430918449779
1.62980885932141,14.4844148411617
1.65013444634906,6.53459688933131
1.67046003337672,-1.50145368273357
1.69078562040437,-9.51769059415267
1.71111120743202,-17.4083290314171
1.73143679445967,-25.0692416184558
1.75176238148732,-32.399332514629
1.77208796851497,-39.301871507616
1.79241355554262,-45.6857704960825
1.81273914257027,-51.4667855172541
1.83306472959792,-56.5686284570616
1.85339031662557,-60.9239737723726
1.87371590365323,-64.4753469402859
1.89404149068088,-67.1758829102276
1.91436707770853,-68.989944550073
1.93469266473618,-69.8935929250844
1.95501825176383,-69.8749032037126
1.97534383879148,-68.9341220214688
1.99566942581913,-67.0836642262445
2.01599501284678,-64.347949048027
2.03632059987443,-60.7630778549694
2.05664618690209,-56.3763577482464
2.07697177392974,-51.2456772824921
2.09729736095739,-45.4387425500089
2.11762294798504,-39.0321837096257
2.13794853501269,-32.1105437507341
2.15827412204034,-24.765162837094
2.17859970906799,-17.0929729529625
2.19892529609564,-9.19521875778086
2.21925088312329,-1.17612152942649
2.23957647015094,6.85849617293954
2.2599020571786,14.8026069770412
2.28022764420625,22.5513778684366
2.3005532312339,30.0025536003402
2.32087881826155,37.0578060864029
2.3412044052892,43.6240319694335
2.36152999231685,49.6145812429302
2.3818555793445,54.9504007121442
2.40218116637215,59.5610772051964
2.4225067533998,63.3857667677031
2.44283234042745,66.3739975789623
2.46315792745511,68.4863359941625
2.48348351448276,69.6949069233097
2.50380910151041,69.9837616797862
2.52413468853806,69.3490884442955
2.54446027556571,67.7992625668426
2.56478586259336,65.3547360429496
2.58511144962101,62.0477676226141
2.60543703664866,57.9219971135777
2.62576262367631,53.031869496534
2.64608821070397,47.4419164518363
2.66641379773162,41.2259047789054
2.68673938475927,34.4658629460683
2.70706497178692,27.2509986167835
2.72739055881457,19.6765214369233
2.74771614584222,11.8423866179855
2.76804173286987,3.85197589631133
2.78836731989752,-4.18926672521003
2.80869290692517,-12.1752264497609
2.82901849395282,-20.0005180112265
2.84934408098048,-27.5618763717056
2.86966966800813,-34.7595194398165
2.88999525503578,-41.4984648269296
2.91032084206343,-47.6897832649988
2.93064642909108,-53.2517721454828
2.95097201611873,-58.1110336929716
2.97129760314638,-62.2034435455893
2.99162319017403,-65.4749969604813
3.01194877720168,-67.8825214775894
3.03227436422933,-69.3942466371733
3.05259995125699,-69.9902232329098
3.07292553828464,-69.6625865679677
3.09325112531229,-68.4156602400503
3.11357671233994,-66.2658990858241
3.13390229936759,-63.2416720376575
3.15422788639524,-59.3828877581603
3.17455347342289,-54.7404679927707
3.19487906045054,-49.3756755901969
3.21520464747819,-43.3593060583672
3.23553023450585,-36.7707533243772
3.2558558215335,-29.6969620269592
3.27618140856115,-22.2312801673593
3.2965069955888,-14.4722272594047
3.31683258261645,-6.52219423464325
3.3371581696441,1.51390774097402
3.35748375667175,9.53003170822925
3.3778093436994,17.4203943440611
3.39813493072705,25.0808719119614
3.4184605177547,32.4103743119419
3.43878610478236,39.3121790976646
3.45911169181001,45.6952078566282
3.47943727883766,51.4752281098834
3.49976286586531,56.5759648706353
3.52008845289296,60.9301071932424
3.54041403992061,64.480196429878
3.56073962694826,67.179384473134
3.58106521397591,68.9920519785551
3.60139080100356,69.8942784088453
3.62171638803121,69.8741576968903
3.64204197505887,68.9319553620088
3.66236756208652,67.0801050060744
3.68269314911417,64.343044235749
3.70301873614182,60.7568921760473
3.72334432316947,56.3689728308679
3.74366991019712,51.2371905803773
3.76399549722477,45.4292660563796
3.78432108425242,39.0218424793078
3.80464667128008,32.0994742498942
3.82497225830773,24.7535111423879
3.84529784533538,17.0808928238617
3.86562343236303,9.18286960751376
3.88594901939068,1.16366632131007
3.90627460641833,-6.87089307601489
3.92660019344598,-14.8147819815971
3.94692578047364,-22.5631703092381
3.96725136750129,-30.0138078605855
3.98757695452894,-37.0683736512922
4.00790254155659,-43.633773386017
4.02822812858424,-49.6233679603746
4.04855371561189,-54.9581167781295
4.06887930263954,-59.5676207960601
4.0892048896672,-63.3910515321378
4.10953047669485,-66.3779537775344
4.1298560637225,-68.4889114196166
4.15018165075015,-69.6960675895117
4.1705072377778,-69.9834922702156
4.19083282480545,-69.3473925141667
4.2111584118331,-67.7961624961891
4.23148399886076,-65.3502727412905
4.25180958588841,-62.0419999890986
4.27213517291606,-57.9150012597331
4.29246075994371,-53.0237377418741
4.31278634697136,-47.4327561055835
4.33311193399901,-41.2158367239043
4.35343752102666,-34.4550200435769
4.37376310805432,-27.2395239531938
4.39408869508197,-19.664566435548
4.41441428210962,-11.8301090408275
4.43473986913727,-3.83953776218612
4.45506545616492,4.20170127872616
4.47539104319257,12.1874933323421
4.49571663022022,20.0124553451862
4.51604221724788,27.5733266281859
4.53636780427553,34.7703315175884
4.55669339130318,41.5084960463741
4.57701897833083,47.6989012509514
4.59734456535848,53.2598565740991
4.61767015238613,58.1179778795586
4.63799573941378,62.2091558524506
4.65832132644144,65.4794020061977
4.67864691346909,67.8855611317755
4.69897250049674,69.3958807875852
4.71929808752439,69.9904303147785
4.73962367455204,69.6613638485749
4.75994926157969,68.4130238547902
4.78027484860734,66.2618838252756
4.800600435635,63.2363308884766
4.82092602266265,59.3762912038515
4.8412516096903,54.732703083564
4.86157719671795,49.3668447943054
4.8819027837456,43.349525909784
4.90222837077325,36.7601528850554
4.9225539578009,29.6856811836698
4.94287954482856,22.2194677857008
4.96320513185621,14.4600392193245
4.98353071888386,6.50979137339744
5.00385630591151,-1.52636175128137
5.02418189293916,-9.54237252051456
5.04450747996681,-17.4324591050376
5.06483306699447,-25.0925014112038
5.08515865402212,-32.4214150828771
5.10548424104977,-39.3224854427655
5.12580982807742,-45.7046437700844
5.14613541510507,-51.4836690723782
5.16646100213272,-56.5832994925411
5.18678658916037,-60.9362386845541
5.20711217618803,-64.4850438774849
5.22743776321568,-67.1828839085747
5.24776335024333,-68.9941572221657
5.26808893727098,-69.8949616791612
5.28841452429863,-69.8734099772589
5.30874011132628,-68.9297865195762
