"Time [ns]","V(FET_in) [mV]"
0,-2.66852925301647E-07
0.000146341915374134,-2.66852925301653E-07
0.000292683830748268,-2.66852925301654E-07
0.000585367661496536,-2.66852925301668E-07
0.00100343701407864,-2.66852925301677E-07
0.00142150636666074,-2.66852925301673E-07
0.00226149785801716,-2.66852925301729E-07
0.00394922191909292,-2.66852925301834E-07
0.00599701162413649,-2.66852925301936E-07
0.00861800907825811,-8.84737995057072E-05
0.0112390065323797,-0.00121298706756327
0.0138600039865013,-0.00578076935065793
0.0164810014406229,-0.0159020473830307
0.0198330904094663,-0.034646882586757
0.0231851793783096,-0.0495319259388107
0.0265372683471529,-0.0507993263639533
0.0298893573159962,-0.0386101357546382
0.0339321361354672,-0.0158068156886169
0.0379749149549383,0.0153098360801865
0.0420176937744094,0.0663700823898341
0.0460604725938804,0.141323319125359
0.0501032514133515,0.227403093859651
0.0541460302328226,0.308006272381059
0.0581888090522936,0.373982289628424
0.0636896470513653,0.433572042207168
0.0691904850504369,0.453883950100905
0.0768391071966336,0.424178942475394
0.0844877293428303,0.363021614894429
0.0951112184313329,0.338689264241417
0.105734707519835,0.460836476908686
0.116358196608338,0.682500924611094
0.126981685696841,0.876326006385426
0.137605174785343,0.953644538135507
0.148228663873846,0.914016600932821
0.158852152962348,0.817859813339347
0.171819972897846,0.720286335767374
0.188033228881538,0.682409109238709
0.20424648486523,0.687779946985247
0.220459740848922,0.645631894850643
0.241249196963193,0.459833127762227
0.262038653077464,0.221474950720303
0.282828109191735,0.069859637214576
0.303617565306006,0.0309434529962503
0.324407021420277,0.0217076742523433
0.345196477534548,-0.0148138176554593
0.370479070692777,-0.0475829141924112
0.395761663851005,-0.0209480855292768
0.421044257009234,0.00191190045063331
0.446326850167462,-0.0615017573666381
0.466531342438775,-0.174892071642665
0.486735834710087,-0.309735297717546
0.5069403269814,-0.446655198276536
0.540399231083332,-0.686304174728946
0.573858135185264,-0.897783684017067
0.597869058943775,-0.981514956816601
0.621879982702286,-0.983245618964237
0.645890906460796,-0.917982439808303
0.669901830219307,-0.80984920064207
0.701746441099333,-0.626315350722479
0.733591051979358,-0.432062803622383
0.765435662859384,-0.273353269064275
0.790243483733835,-0.187623375294832
0.815051304608285,-0.127394828652995
0.839859125482736,-0.0761524937226594
0.875330356282642,0.0120492728185621
0.910801587082547,0.142330667529156
0.946272817882452,0.323618143392668
0.981744048682357,0.533696009436185
1.01721527948226,0.725506990159268
1.05268651028217,0.851666634205206
1.08815774108207,0.884961453149889
1.12362897188198,0.82690876558503
1.15910020268188,0.703649871500956
1.19457143348179,0.551411155750947
1.23004266428169,0.399691540176616
1.2655138950816,0.260087483450475
1.3009851258815,0.125284250430778
1.33645635668141,-0.0214567077511394
1.37192758748131,-0.192329793902739
1.40739881828122,-0.38447026173358
1.44287004908112,-0.577481902264473
1.47834127988103,-0.739830069775819
1.51381251068093,-0.841208343168651
1.54928374148084,-0.864502249380616
1.58475497228074,-0.811615991611806
1.62022620308065,-0.701138839371704
1.65569743388055,-0.559566465508369
1.69116866468046,-0.41043207311617
1.72663989548037,-0.266654093004639
1.76211112628027,-0.1292348646392
1.79758235708018,0.00800366036675674
1.83305358788008,0.150704212087132
1.86852481867999,0.297361392522698
1.90399604947989,0.437177384226098
1.9394672802798,0.553168203733862
1.9749385110797,0.628674688476216
2.01040974187961,0.653934767797546
2.04588097267951,0.629663200623444
2.08135220347942,0.5661264560308
2.11682343427932,0.47852820024732
2.15229466507923,0.381119120035816
2.18776589587913,0.282836039121707
2.22323712667904,0.186219455109341
2.25870835747894,0.0896983359620404
2.29417958827885,-0.00838590652030204
2.32965081907875,-0.106282965218542
2.36512204987866,-0.19771343235254
2.40802272025712,-0.286179690205759
2.45092339063558,-0.338794178499872
2.49382406101403,-0.35235290395567
2.53672473139249,-0.334702673203473
2.57962540177095,-0.301339837607012
2.62252607214941,-0.266740482782806
2.66542674252787,-0.236605280914593
2.70832741290633,-0.207340078962607
2.75122808328479,-0.170480185101516
2.79412875366325,-0.119011673334927
2.83702942404171,-0.0527155765641833
2.87993009442016,0.0215321770770917
2.92283076479862,0.0937924793516842
2.96573143517708,0.155550540142894
3.00863210555554,0.202466212792069
3.051532775934,0.233999014799726
3.09443344631246,0.250698046680233
3.13733411669092,0.252132319900166
3.18023478706938,0.237144925453583
3.22313545744784,0.206002397625416
3.2660361278263,0.162956697263185
3.30893679820475,0.116855525365058
3.35183746858321,0.0787640591489657
3.39473813896167,0.0577306029497883
3.43763880934013,0.0569149313594979
3.48053947971859,0.0720991944385445
3.52344015009705,0.0934541318348029
3.56634082047551,0.109400452764668
3.60924149085397,0.110555501893184
3.65214216123243,0.0920495506163249
3.69504283161088,0.0536693210056066
3.73794350198934,-0.00151299458129605
3.7808441723678,-0.0686810311734395
3.82374484274626,-0.142178676689304
3.86664551312472,-0.215700022492958
3.90954618350318,-0.28240382449553
3.95244685388164,-0.335549218462954
3.9953475242601,-0.369743958029648
4.03824819463856,-0.38212368442925
4.08114886501702,-0.372678481137688
4.12404953539548,-0.343256883500111
4.16695020577394,-0.295668995138406
4.2098508761524,-0.229888561418984
4.25275154653086,-0.143503905212663
4.29565221690931,-0.0328967956534355
4.33855288728777,0.104153786648466
4.38145355766623,0.265539307309693
4.42435422804469,0.442717749159767
4.46725489842315,0.620284350739652
4.51015556880161,0.777315253090224
4.55305623918007,0.890124940172632
4.59595690955853,0.935762910158512
4.63885757993699,0.895740381840756
4.68175825031545,0.759532790088939
4.72465892069391,0.527527296405272
4.76755959107237,0.21288087009758
4.81046026145083,-0.158266826143103
4.85336093182929,-0.548787410237821
4.89626160220774,-0.914841050844305
4.9391622725862,-1.21199236091996
4.98206294296466,-1.40202396004068
5.02496361334312,-1.45907336091702
5.06786428372158,-1.3737303565963
5.11076495410004,-1.15432106364112
5.1536656244785,-0.825204800640757
5.19656629485696,-0.422638769532531
5.23946696523542,0.0109190127939581
5.28236763561388,0.432960414913384
5.32526830599234,0.806564434625115
5.3681689763708,1.10461609172537
5.41106964674926,1.31202216909958
5.45397031712772,1.42555737089508
5.49687098750618,1.45148055943662
5.53977165788463,1.40144770106712
5.58267232826309,1.2877668602741
5.62557299864155,1.11917652472365
5.66847366902001,0.898341206670512
5.71137433939847,0.621766945925111
5.75427500977693,0.282321669039793
5.79717568015539,-0.126190333510285
5.84007635053385,-0.603363268410939
5.88297702091231,-1.13675913970927
5.92587769129077,-1.69796815095528
5.96877836166923,-2.24132789635125
6.01167903204769,-2.70603863247307
6.05457970242615,-3.02201898703734
6.09748037280461,-3.11911862542428
6.14038104318307,-2.93865531400603
6.18328171356153,-2.44542289739846
6.22618238393998,-1.63791585144308
6.26908305431844,-0.554409797655316
6.3119837246969,0.726767269656976
6.35488439507536,2.093397768537
6.39778506545382,3.41115946317824
6.44068573583228,4.53918341761324
6.48358640621074,5.3468511972645
6.5264870765892,5.72941073751725
6.56938774696766,5.62039403655991
6.61228841734612,4.99962092818207
6.65518908772458,3.89616690907343
6.69808975810304,2.38632186182455
6.7409904284815,0.58688711199454
6.78389109885996,-1.35542812819196
6.82679176923842,-3.27755470667837
6.86969243961687,-5.01523392335457
6.91259310999533,-6.41834467525172
6.95549378037379,-7.36470809276871
6.99839445075225,-7.77087501209089
7.04129512113071,-7.59865936263312
7.08419579150917,-6.8568792419138
7.11842365199232,-5.88750956612211
7.15265151247547,-4.63106011260359
7.18687937295862,-3.14602294153339
7.22110723344177,-1.49798491879546
7.2622461239211,0.593139883321844
7.30338501440042,2.68605091058912
7.34452390487975,4.65565467241821
7.38566279535908,6.38186655473085
7.4268016858384,7.7581574758913
7.46794057631773,8.69663484613968
7.50907946679705,9.12889699405617
7.55021835727638,9.01142458394795
7.59135724775571,8.33129777580043
7.63249613823503,7.10694871949929
7.67363502871436,5.3900648403415
7.71477391919369,3.26698850888422
7.75591280967301,0.855429380904795
7.79705170015234,-1.70015498676204
7.83819059063166,-4.23504432233276
7.87932948111099,-6.57521618243624
7.92046837159032,-8.55033670783662
7.96160726206964,-10.00807961049
8,-10.7972637153206
8.00014634191538,-10.7992047994514
8.00029268383075,-10.8011378294971
8.0005853676615,-10.8049797280995
8.00117242108318,-10.8125885398776
8.0023499091563,-10.8272468719932
8.00471166723684,-10.8548889974885
8.00944878632815,-10.9026850371137
8.0189503087195,-10.9685525066502
8.03800807906754,-10.9757620657766
8.07623338609508,-10.5116311886528
8.11445869312261,-9.46427425803586
8.15268400015015,-7.87954831721665
8.19090930717769,-5.85694106978309
8.22913461420522,-3.54162717432881
