"Time [ns]","Ipositive(FET_out) [mA]"
0,-1E-11
0.000198988724224471,-0.000159491299919077
0.000397977448448942,-0.000319596592275695
0.000795954896897884,-0.000641316615197055
0.00149578883233614,-0.00121246337012673
0.00242521341415154,-0.00197690635117928
0.00363017352315713,-0.00292896858166103
0.00532796493122024,-0.00427248532946194
0.00743464638916713,-0.00596957375587247
0.00954132784711401,-0.00776394111668468
0.0116480093050609,-0.00964283976804032
0.0137546907630078,-0.0116168319788581
0.0163767950274207,-0.014173236627849
0.0189988992918336,-0.0167795745094237
0.0216210035562465,-0.0194408598640301
0.0242431078206593,-0.022170714401174
0.0268652120850722,-0.0249336436639081
0.0294873163494851,-0.0276573444544526
0.032109420613898,-0.0303156135793612
0.0347315248783109,-0.0329248600603269
0.0373536291427238,-0.0354930877459778
0.0399757334071367,-0.0380317501506874
0.0425978376715496,-0.040535541527382
0.0452199419359625,-0.0429648804968724
0.0478420462003754,-0.0452890873320963
0.0504641504647882,-0.0475480231607933
0.0530862547292011,-0.0498175103612304
0.055708358993614,-0.0521341523554304
0.0588917533256058,-0.05496663749603
0.0620751476575976,-0.0576909984549007
0.0652585419895893,-0.0601439328817401
0.0691701042340462,-0.062676251438901
0.0730816664785031,-0.0647525098961026
0.0769932287229599,-0.066499161592747
0.0819373229318115,-0.068361446324157
0.086881417140663,-0.0698315665818778
0.0918255113495145,-0.0707901492998429
0.0967696055583661,-0.0711085594447343
0.101713699767218,-0.07074598349468
0.106657793976069,-0.0697573906326752
0.112612614032933,-0.0678527949390936
0.118567434089796,-0.0652778999751482
0.12452225414666,-0.0621654196723943
0.130477074203524,-0.0586161092734568
0.136431894260387,-0.0546119849063878
0.142386714317251,-0.0500809280607605
0.148341534374114,-0.045057684384114
0.154296354430978,-0.0397093544118293
0.160251174487841,-0.0341950624026398
0.168015036425609,-0.0268234158548632
0.175778898363377,-0.0192634435213243
0.183542760301145,-0.0116745200849789
0.191306622238913,-0.00434026930184145
0.199070484176681,0.00247444908846743
0.20850603426557,0.009817207216148
0.217941584354458,0.0159717374974996
0.227377134443347,0.0208016027977358
0.236812684532235,0.0241995815158445
0.246248234621124,0.0261488432072186
0.257741704133841,0.0267198814210574
0.269235173646558,0.0255418873585153
0.280728643159275,0.0228282596419464
0.292222112671992,0.0188110294250515
0.303715582184709,0.0138384904759023
0.315209051697426,0.00838186532157393
0.326702521210143,0.00296695473737073
0.33819599072286,-0.00189082925111862
0.349689460235577,-0.00573285952663075
0.361182929748294,-0.00820164162934489
0.372676399261011,-0.00907132479878448
0.386472264588904,-0.00787764056354771
0.400268129916797,-0.00426934056180421
0.41406399524469,0.00158074873368728
0.427859860572583,0.009357978428421
0.441655725900475,0.0185889341915316
0.455451591228368,0.0286408699834489
0.469247456556261,0.0387652882036057
0.483043321884154,0.0481852580349668
0.496839187212046,0.0561964871249956
0.510635052539939,0.0622427407902907
0.524430917867832,0.0659464723584008
0.538226783195724,0.0671056505628875
0.552022648523617,0.065681447521284
0.56581851385151,0.061793308272864
0.579614379179403,0.0557202569863937
0.593410244507295,0.0478944404903048
0.607206109835188,0.038872526182252
0.621001975163081,0.029281729526794
0.637924117271943,0.0176863686495112
0.654846259380805,0.00720781001582639
0.671768401489667,-0.00140088901858551
0.688690543598529,-0.00766210017038613
0.705612685707391,-0.0113984879214533
0.722534827816253,-0.012739197976146
0.739456969925116,-0.0121036261762578
0.756379112033978,-0.0101476483143073
0.77330125414284,-0.00766749660792062
0.790223396251702,-0.00547905969716504
0.807145538360564,-0.00430266898600567
0.824067680469426,-0.00467654826708191
0.840989822578288,-0.00690506694298791
0.85791196468715,-0.0110360943119665
0.874834106796013,-0.0168618379681592
0.891756248904875,-0.0239440256895427
0.908678391013737,-0.0316669990141279
0.925600533122599,-0.0393165015955065
0.942522675231461,-0.0461721393444441
0.959444817340323,-0.0515960658707402
0.976366959449185,-0.0551033965278436
0.993289101558047,-0.0564077960475303
1.01021124366691,-0.0554421775474171
1.02713338577577,-0.0523561999008975
1.04405552788463,-0.0474912042462369
1.0609776699935,-0.0413335128243125
1.07789981210236,-0.0344504691596643
1.09482195421122,-0.0274182626520229
1.11174409632008,-0.0207529626299124
1.12866623842894,-0.0148546357144871
1.14558838053781,-0.00997032183509427
1.16251052264667,-0.00617774195189007
1.17943266475553,-0.00338947162131158
1.19635480686439,-0.00137637120292682
1.21327694897325,0.000192211969054242
1.23019909108212,0.00169622502353937
1.24712123319098,0.00350782996598464
1.26404337529984,0.00593766826538582
1.2809655174087,0.00919167993666947
1.29788765951756,0.0133432580911618
1.31480980162643,0.0183228913117698
1.33173194373529,0.0239254152302595
1.34865408584415,0.02983348666454
1.36557622795301,0.0356544132424473
1.38590181498014,0.0419220275021814
1.40622740200727,0.0467708764136287
1.4265529890344,0.0496858802064628
1.44687857606153,0.0503684367504343
1.46720416308866,0.0487786765904076
1.48752975011579,0.0451338508637281
1.50785533714292,0.0398659892879627
1.52818092417004,0.0335480216305956
1.54850651119717,0.0268014946843164
1.5688320982243,0.0202021342492164
1.58915768525143,0.0141994258210384
1.60948327227856,0.00906289812461034
1.62980885930569,0.00486220856459674
1.65013444633282,0.00148197514747355
1.67046003335995,-0.00133339410621029
1.69078562038708,-0.00391417526117621
1.71111120741421,-0.0065913307407875
1.73143679444133,-0.00962717033441925
1.75176238146846,-0.0131624383257656
1.77208796849559,-0.0171881480445103
1.79241355552272,-0.0215457127816401
1.81273914254985,-0.0259538637113758
1.83306472957698,-0.0300564264442232
1.85339031660411,-0.0334818765866185
1.87371590363124,-0.0359040775012383
1.89404149065837,-0.0370938856448681
1.9143670776855,-0.0369533208776019
1.93469266471263,-0.0355273643441409
1.95501825173976,-0.0329925064557249
1.97534383876689,-0.0296251453922656
1.99566942579402,-0.0257561420329435
2.01599501282115,-0.0217197959853793
2.03632059984827,-0.0178059875480742
2.0566461868754,-0.0142232316619562
2.07697177390253,-0.0110781334693603
2.09729736092966,-0.00837364902389539
2.11762294795679,-0.00602521082943393
2.13794853498392,-0.0038907759897969
2.15827412201105,-0.00180869615025351
2.17859970903818,0.000363691277468152
2.19892529606531,0.00271759321754886
2.21925088309244,0.00527184909614844
2.23957647011957,0.00796674869046353
2.2599020571467,0.0106730477047677
2.28022764417383,0.0132139894764871
2.30055323120096,0.0153959815958321
2.32087881822809,0.0170422627775864
2.34120440525522,0.0180236083850763
2.36152999228235,0.0182808588616289
2.38185557930948,0.0178356408063608
2.40218116633661,0.0167877807005993
2.42250675336374,0.0153002041038389
2.44283234039086,0.0135741745758762
2.46315792741799,0.0118192191153727
2.48348351444512,0.0102227861847117
2.50380910147225,0.00892451046969432
2.52413468849938,0.00799898820690566
2.54446027552651,0.00744939998955654
2.56478586255364,0.0072124444236354
2.58511144958077,0.00717319203614589
2.6054370366079,0.00718694127784716
2.62576262363503,0.00710419418106424
2.64608821066216,0.00679459816343797
2.66641379768929,0.00616612898148029
2.68673938471642,0.00517680657211664
2.70706497174355,0.00383763694107475
2.72739055877068,0.00220700293666931
2.74771614579781,0.00037812104770491
2.76804173282494,-0.00153778600539055
2.78836731985207,-0.00342943280303857
2.8086929068792,-0.00520141567616196
2.82901849390633,-0.0067856234735434
2.84934408093345,-0.00814655756901472
2.86966966796058,-0.00928018746604375
2.88999525498771,-0.0102071422695083
2.91032084201484,-0.0109620006282976
2.93064642904197,-0.0115810374034096
2.9509720160691,-0.0120909301486492
2.97129760309623,-0.0125006201726714
2.99162319012336,-0.0127978373278758
3.01194877715049,-0.0129508719176964
3.03227436417762,-0.0129151832427684
3.05259995120475,-0.0126435481281322
3.07292553823188,-0.0120978237662814
3.09325112525901,-0.0112601263191309
3.11357671228614,-0.0101413438701225
3.13390229931327,-0.00878537562320707
3.1542278863404,-0.00726822584194407
3.17455347336753,-0.00569194743441553
3.19487906039466,-0.00417427658088869
3.21520464742179,-0.00283548627108697
3.23553023444891,-0.00178440562017654
3.25585582147604,-0.00110564500556871
3.27618140850317,-0.00084983255457992
3.2965069955303,-0.00102815758455079
3.31683258255743,-0.00161182631378784
3.33715816958456,-0.00253628444357743
3.35748375661169,-0.00370937363767021
3.37780934363882,-0.00502207103126042
3.39813493066595,-0.0063601854243831
3.41846051769308,-0.00761537950928753
3.43878610472021,-0.00869413685217006
3.45911169174734,-0.00952373725029667
3.47943727877447,-0.0100548578209351
3.4997628658016,-0.010260980707584
3.52008845282873,-0.0101352675780632
3.54041403985586,-0.00968588263100571
3.56073962688299,-0.00893086779890524
3.58106521391012,-0.00789359126900147
3.60139080093725,-0.00659953384663585
3.62171638796438,-0.00507480571380043
3.6420419749915,-0.0033463738585444
3.66236756201863,-0.0014436054526014
3.68269314904576,0.000599538761303053
3.70301873607289,0.00274244999682206
3.72334432310002,0.00493670377971363
3.74366991012715,0.00712633630600769
3.76399549715428,0.00924982193231062
3.78432108418141,0.0112436579630422
3.80464667120854,0.0130471264535285
3.82497225823567,0.0146075416872189
3.8452978452628,0.0158851522689009
3.86562343228993,0.0168568720810387
3.88594901931706,0.0175181628415571
3.90627460634419,0.0178826565398528
3.92660019337132,0.0179794434088747
3.94692578039845,0.0178483043082691
3.96725136742558,0.0175334783636712
3.98757695445271,0.0170767787376858
4.00790254147984,0.016510968836163
4.02822812850697,0.0158542760999468
4.04855371553409,0.0151067605251242
4.06887930256122,0.0142489990290445
4.08920488958835,0.0132432370691338
4.10953047661548,0.0120368438432568
4.12985606364261,0.0105676331774037
4.15018165066974,0.00877041570554838
4.17050723769687,0.00658405136898282
4.190832824724,0.00395827957250602
4.21115841175113,0.000859705691175954
4.23148399877826,-0.00272350843339724
4.25180958580539,-0.00677849965411339
4.27213517283252,-0.0112661533842535
4.29246075985965,-0.0161210304504899
4.31278634688678,-0.0212525427468166
4.33311193391391,-0.0265471053721556
4.35343752094104,-0.0318710119591542
4.37376310796817,-0.0370738472410759
4.3940886949953,-0.0419923435841362
4.41441428202243,-0.0464546798777086
4.43473986904956,-0.0502852872430589
4.45506545607668,-0.0533102481998576
4.47539104310381,-0.0553633454246363
4.49571663013094,-0.0562927352183108
4.51604221715807,-0.0559681017976735
4.5363678041852,-0.0542880119896344
4.55669339121233,-0.0511870605028458
