"Time [ns]","V(FET_in) [mV]"
0,-2.66852925301647E-07
0.000198988724224471,-2.66852925301655E-07
0.000397977448448942,-2.66852925301657E-07
0.000795954896897884,-2.66852925301666E-07
0.00149578883233614,-2.66852925301709E-07
0.00242521341415154,-2.66852925301753E-07
0.00363017352315713,-2.66852925301839E-07
0.00532796493122024,-2.66852925301946E-07
0.00743464638916713,-3.91848221945931E-06
0.00954132784711401,-0.000194838072886128
0.0116480093050609,-0.00144387169232354
0.0137546907630078,-0.00520190965127677
0.0163767950274207,-0.0153085751858093
0.0189988992918336,-0.0302233702053799
0.0216210035562465,-0.0445676138778667
0.0242431078206593,-0.051790479562159
0.0268652120850722,-0.0491159688109939
0.0294873163494851,-0.0392027005327714
0.032109420613898,-0.026627559006422
0.0347315248783109,-0.0128727684437917
0.0373536291427238,0.00583584727186673
0.0399757334071367,0.0351456786670277
0.0425978376715496,0.0773805451592475
0.0452199419359625,0.129260361780657
0.0478420462003754,0.18443674528021
0.0504641504647882,0.238093963146545
0.0530862547292011,0.288761723330612
0.055708358993614,0.336349423854255
0.0588917533256058,0.38719002075953
0.0620751476575976,0.424746876200184
0.0652585419895893,0.445543449915973
0.0691701042340445,0.451500858096603
0.0730816664784997,0.441601904736668
0.0769932287229549,0.417463065134002
0.0819373229318087,0.370473994683752
0.0868814171406626,0.326402076432264
0.0918255113495165,0.312568884204395
0.0967696055583704,0.34153677800252
0.101713699767224,0.411318372453174
0.106657793976078,0.511974763157765
0.112612614032976,0.651270183645615
0.118567434089873,0.782643799177966
0.124522254146771,0.879368656450616
0.130477074203668,0.926773552561306
0.136431894260566,0.928778363166543
0.142386714317463,0.900565190575598
0.148341534374361,0.858194412170167
0.154296354431258,0.813810835226806
0.160251174488156,0.774575033969432
0.16801503642597,0.736375452511239
0.175778898363784,0.714343579691171
0.183542760301598,0.707854307411771
0.191306622239412,0.714334904191785
0.199070484177226,0.726548393775757
0.208506034266176,0.726410365243739
0.217941584355126,0.682786480637155
0.227377134444075,0.584308298507274
0.236812684533025,0.448871520387028
0.246248234621974,0.314713221295298
0.257741704134732,0.201544077436298
0.269235173647489,0.151566009099846
0.280728643160247,0.135248770223397
0.292222112673004,0.116387027976351
0.303715582185761,0.0792609792743867
0.315209051698519,0.0301627370826938
0.326702521211276,-0.0165835070150521
0.338195990724034,-0.0493601599944501
0.349689460236791,-0.0611416432927328
0.361182929749548,-0.0493159238378398
0.372676399262306,-0.0186072271134918
0.386472264590226,0.0217272028970512
0.400268129918146,0.0387738819511855
0.414063995246066,0.0190904990441664
0.427859860573985,-0.0283294985059886
0.441655725901905,-0.0840832000151512
0.455451591229825,-0.137070616480128
0.469247456557745,-0.192253136592125
0.483043321885665,-0.26322873421174
0.496839187213585,-0.358950554315593
0.510635052541505,-0.475874764856903
0.524430917869425,-0.599611246418038
0.538226783197345,-0.712955736267176
0.552022648525265,-0.804386250659444
0.565818513853185,-0.871969458347385
0.579614379181104,-0.92075251963043
0.593410244509024,-0.955976093550921
0.607206109836944,-0.977418438072301
0.621001975164864,-0.979222389563943
0.637924117273889,-0.945851918680192
0.654846259382913,-0.874866999192323
0.671768401491938,-0.779573228047753
0.688690543600962,-0.676792978743107
0.705612685709987,-0.577494719458331
0.722534827819012,-0.484542087441772
0.739456969928036,-0.397363983966976
0.756379112037061,-0.317430577473868
0.773301254146085,-0.24916571253411
0.79022339625511,-0.196193814582751
0.807145538364134,-0.157181446379134
0.824067680473159,-0.125371434223893
0.840989822582184,-0.0920734677717145
0.857911964691208,-0.0508457709176079
0.874834106800233,0.00095689949048754
0.891756248909257,0.0636644984126103
0.908678391018282,0.137460376824213
0.925600533127306,0.22283604899036
0.942522675236331,0.319118985004643
0.959444817345356,0.422857063271711
0.976366959454381,0.527828794910693
0.993289101563405,0.626783606993765
1.01021124367243,0.713505025465443
1.02713338578145,0.783769017833017
1.04405552789048,0.834988723395003
1.0609776699995,0.865474025773193
1.07789981210853,0.87428570836758
1.09482195421755,0.86179327785284
1.11174409632658,0.830228042575505
1.1286662384356,0.783513128097834
1.14558838054463,0.726332030597495
1.16251052265365,0.663035586096612
1.17943266476268,0.59701402581582
1.1963548068717,0.530659862886774
1.21327694898073,0.465563658653633
1.23019909108975,0.402545112408019
1.24712123319878,0.34146819561726
1.2640433753078,0.281120183399268
1.28096551741683,0.219435975927944
1.29788765952585,0.154065975030182
1.31480980163488,0.0830180867473488
1.3317319437439,0.00508913385461316
1.34865408585293,-0.0799922036316299
1.36557622796195,-0.171582157525301
1.3859018149896,-0.287765944485232
1.40622740201725,-0.406497933738569
1.4265529890449,-0.522046153360442
1.44687857607255,-0.62783230192338
1.46720416310021,-0.71747230498525
1.48752975012786,-0.785826544753886
1.50785533715551,-0.829627807131078
1.52818092418316,-0.847664004299193
1.54850651121081,-0.840731498820561
1.56883209823846,-0.811451351039506
1.58915768526611,-0.76387139049691
1.60948327229376,-0.702810201582367
1.62980885932141,-0.633071135959208
1.65013444634906,-0.558749613488189
1.67046003337672,-0.482792642047836
1.69078562040437,-0.406838406068268
1.71111120743202,-0.331285283640181
1.73143679445967,-0.255540388245507
1.75176238148732,-0.178418524022302
1.77208796851497,-0.0986455987815386
1.79241355554262,-0.01537336543551
1.81273914257027,0.0714123138143529
1.83306472959792,0.160677507260527
1.85339031662557,0.250345045524826
1.87371590365323,0.337490431104843
1.89404149068088,0.418679947415775
1.91436707770853,0.490397560757244
1.93469266473618,0.549498335154882
1.95501825176383,0.593613974944447
1.97534383879148,0.621437661538121
1.99566942581913,0.632840301258686
2.01599501284678,0.628809279049804
2.03632059987443,0.611235589203737
2.05664618690209,0.582595634820988
2.07697177392974,0.545582692693127
2.09729736095739,0.502746359883236
2.11762294798504,0.456196821378718
2.13794853501269,0.407420078561626
