"Time [ns]","V(AM_SI) [mV]","V(SI) [mV]"
1.43795252783215,30.0606855237394,30.0608904479085
1.45876931903201,24.5677528174467,24.5679944808717
1.47958611023188,17.6749420676656,17.6752096872631
1.48958611023188,14.119465531962,14.119740266457
1.5068127697524,8.11715415238663,8.11743064708408
1.52403942927292,2.66057159545933,2.66083593728278
1.54126608879345,-1.84088597095711,-1.84064713304669
1.56254307404181,-5.68670418013066,-5.68651261932656
1.58382005929017,-7.50179407479488,-7.50166218806555
1.60509704453852,-7.43910013447244,-7.4390333842843
1.62637402978688,-5.92635521342411,-5.92635201421389
1.64765101503524,-3.55995386206267,-3.56000659230531
1.6689280002836,-0.981070544506498,-0.981167525638203
1.69020498553196,1.24183283143103,1.24170479507128
1.71148197078032,2.70316446984056,2.70301764421385
1.73275895602868,3.20898023463352,3.20882398294484
1.75403594127704,2.77938105989814,2.77922057656567
1.7753129265254,1.60885460367323,1.60869061899136
1.79658991177376,-0.00331153769222317,-0.00348200366403456
1.81786689702212,-1.73553501463179,-1.73571711772493
1.83914388227048,-3.32114191057226,-3.32134106483163
1.86042086751884,-4.60450884369859,-4.60472883330637
1.8816978527672,-5.56580966146801,-5.56605110207166
1.90297483801556,-6.31118081319594,-6.31144024710273
1.92425182326392,-7.03248928637468,-7.03275909069471
1.94552880851228,-7.94701639386601,-7.94728552941092
1.96680579376064,-9.23111817250639,-9.23137357812251
1.99238301751457,-11.3592076442633,-11.359429077049
2.0179602412685,-13.9900382347002,-13.9902094851775
2.04353746502243,-16.7209643468321,-16.7210748528712
2.06911468877636,-18.9488716881789,-18.9489178604915
2.09469191253029,-20.0136886712606,-20.0136737332148
2.12026913628422,-19.368922581318,-19.3688548957931
2.13026913628422,-18.5725059180377,-18.5724204037256
2.14749579580475,-16.4639964368873,-16.4638845544779
2.16890148648705,-12.6454638131749,-12.6453261781079
2.19030717716935,-7.75137519885269,-7.75121800722588
2.21171286785165,-2.19893523751769,-2.19876270651422
2.23311855853396,3.50097551249547,3.50116116003349
2.25452424921626,8.81563466342039,8.81583269921098
2.27592993989856,13.264290741674,13.2645011060036
2.29733563058086,16.4817306861824,16.4819531488236
2.32326395619816,18.4463230729212,18.4465582448867
2.34919228181546,18.309885986487,18.310128811187
2.37512060743276,16.3866054684325,16.3868474381051
2.40104893305006,13.229209387793,13.2294393533487
2.42697725866736,9.4951476388046,9.4953534027525
2.45290558428466,5.81023437542513,5.81040464279667
2.47883390990196,2.6611793755513,2.66130556726461
2.50476223551926,0.337394218963129,0.33747165962631
2.53069056113656,-1.07263598506526,-1.07260771811762
2.55661888675386,-1.63985589423687,-1.6398735250724
2.58254721237116,-1.5278903644072,-1.5279481930752
2.60847553798846,-0.924626243423695,-0.92471772387174
2.63440386360576,0.00765442400561269,0.0075352787974541
2.66033218922306,1.15216676791152,1.15202447719239
2.68626051484036,2.42731439831005,2.42715179156158
2.71218884045766,3.75607747873697,3.75589616073935
2.73811716607496,5.03114492381447,5.03094624820002
2.76404549169226,6.0924579735859,6.09224416703781
2.78997381730956,6.72906723284164,6.72884231516689
2.81590214292686,6.70875291665269,6.70852313816144
2.84183046854416,5.82939667354602,5.8291703544088
2.86775879416146,3.97846964817148,3.97825643977554
2.87775879416146,2.99434940059321,2.99414387961082
2.89498545368198,0.992510598638618,0.992321789396374
2.91703819607208,-2.02821153289873,-2.02837325455811
2.93909093846218,-5.36694204295035,-5.36707159150858
2.96114368085229,-8.74561393771812,-8.74570787307636
2.98319642324239,-11.8559932091782,-11.8560498238256
3.00524916563249,-14.397507042649,-14.3975261790959
3.02730190802259,-16.1155208730405,-16.1155036634418
3.0493546504127,-16.834029821489,-16.8339784278185
3.0714073928028,-16.4777358910817,-16.477653107937
3.0934601351929,-15.0803506598238,-15.080239495152
3.115512877583,-12.7783131467571,-12.7781766456719
3.13756561997311,-9.79148976600703,-9.79133104217498
3.15961836236321,-6.39439305788664,-6.39421541081658
3.18167110475331,-2.88268834394768,-2.88249539889099
3.20372384714342,0.459917143916635,0.460121248752931
3.22577658953352,3.38987638423322,3.39008681262169
3.24782933192362,5.72385081008372,5.72406194817937
3.26988207431372,7.34905186131462,7.34925743010403
3.29193481670382,8.22407252100298,8.22426583792581
3.31398755909393,8.37187930251661,8.37205364246313
3.33604030148403,7.86758648646321,7.86773549533657
3.35809304387413,6.82394392628258,6.82406206308729
3.38014578626424,5.37715952568852,5.37724244940566
3.40219852865434,3.67489411369019,3.67493894883396
3.42425127104444,1.86724102191538,1.86724645797672
3.44630401343454,0.100494834980646,0.100461086085741
3.47373623961951,-1.83254252608883,-1.83262267113586
3.50116846580448,-3.24938651273297,-3.24950864139725
3.52860069198945,-3.95480473007605,-3.95496318032648
3.55603291817442,-3.81957645806783,-3.81976493988613
3.58346514435938,-2.80113470430583,-2.80134667576808
3.61089737054435,-0.961253574560278,-0.961482373258852
3.63832959672932,1.52577609222611,1.52553726893942
3.66576182291429,4.38065157992851,4.38040976473791
3.69319404909926,7.24562521821913,7.24538776849284
3.72062627528422,9.72904575340011,9.72882032817734
3.74805850146919,11.4619184858295,11.4617128042908
3.77549072765416,12.1567057280421,12.1565271717231
3.80292295383913,11.6569744168439,11.6568295587285
3.8303551800241,9.9676284727258,9.96752262076284
3.85778740620906,7.25910820851906,7.25904503778238
3.88521963239403,3.84418298433577,3.84416434944759
3.912651858579,0.131488970528633,0.131514909880158
3.94008408476397,-3.43556848544376,-3.43549959290445
3.96751631094893,-6.44351540940313,-6.44340662268133
3.9949485371339,-8.56613184182845,-8.56598743585898
4.02238076331887,-9.60569301107255,-9.60551832890836
4.04981298950384,-9.51316501833025,-9.5129664223471
4.05981298950384,-9.21202716469915,-9.21182164404985
4.07703964902436,-8.39071187022961,-8.39049685376439
4.10036310542352,-6.77526607205922,-6.77504357127619
4.12368656182267,-4.75964958027415,-4.7594264709528
4.14701001822183,-2.56952146931415,-2.5693052873019
4.17033347462099,-0.440564769621113,-0.44036355992467
4.19365693102014,1.40177558852444,1.4019535114671
4.2169803874193,2.76067927916423,2.7608256119707
4.24030384381846,3.48352794932937,3.48363465040376
4.26362730021762,3.47405950140398,3.47411915731689
4.28695075661677,2.70067243681499,2.70067869297226
4.31027421301593,1.20052357355709,1.20047147846208
4.33359766941509,-0.920923712760248,-0.921037460162964
4.35692112581424,-3.49520386772916,-3.49538070620035
4.3802445822134,-6.30116734306273,-6.30140668604449
4.40356803861256,-9.08018276582274,-9.08048192530687
4.42689149501171,-11.5556516654141,-11.5560058809875
4.45021495141087,-13.4557206957418,-13.456123222313
4.47353840781003,-14.5375203235533,-14.5379625608458
4.49686186420919,-14.6108028514341,-14.611274518712
4.52018532060834,-13.5586052622731,-13.5590946400491
4.5435087770075,-11.3526046379946,-11.353098863962
4.56683223340666,-8.06119897629922,-8.06168439345252
4.59015568980581,-3.84901052120677,-3.84947307212486
4.61347914620497,1.03260627079598,1.03218058882244
4.64184946518144,7.38411453084323,7.38375167716173
4.67021978415791,13.5977408309592,13.5974585887108
4.69859010313438,19.0059329502192,19.0057458382807
4.72696042211086,23.0023128899789,23.002231263532
4.75533074108733,25.1166312915533,25.1166605387024
4.7837010600638,25.0730988484057,25.0732388837078
4.81207137904027,22.8244668345412,22.8247119178142
4.82207137904027,21.5197171810401,21.5199970067593
4.83929803856079,18.7238101300416,18.7241457536365
4.86327107774654,13.8618405451911,13.8622436842333
4.88724411693229,8.16508743360815,8.1655438605933
4.91121715611804,2.0291476747894,2.02964127534713
4.93519019530378,-4.1235611907335,-4.12304815865455
4.95916323448953,-9.87632303931059,-9.87580945588178
4.98313627367528,-14.8493082999482,-14.8488129580715
5.00710931286103,-18.7272707257439,-18.7268116796558
5.03108235204678,-21.2819638450458,-21.2815582803574
5.05505539123252,-22.3878667200661,-22.3875303762639
5.07902843041827,-22.030205305878,-22.0299516251554
5.10300146960402,-20.3046846786966,-20.3045243312033
5.12697450878977,-17.408827535265,-17.4087683245881
5.15094754797552,-13.6253569500518,-13.6254036555607
5.17492058716126,-9.29865832792279,-9.29881241403109
5.19889362634701,-4.80597021559766,-4.80622977400078
5.22286666553276,-0.52552050214013,-0.525880521250185
5.24683970471851,3.19574099780178,3.19528828275563
5.27081274390426,6.07194441510795,6.07140923146431
5.29478578309,7.90283022480526,7.90222488404471
5.31875882227575,8.59057748406121,8.58991583970061
5.3427318614615,8.14717241993085,8.14646929590914
5.36670490064725,6.69146881607166,6.69073955372283
5.390677939833,4.43613374704685,4.43539382478237
5.41465097901874,1.6657204002697,1.66498506060643
5.43862401820449,-1.29196637968665,-1.29268245420681
5.46259705739024,-4.09836055451744,-4.0990434290697
5.48657009657599,-6.43726273680974,-6.43789931137163
5.51054313576174,-8.04537306214355,-8.04595113352754
5.53451617494748,-8.73732384816628,-8.73783216750733
5.55848921413323,-8.42292008596774,-8.42334837040126
5.58246225331898,-7.11511039974512,-7.11544932779514
5.60643529250473,-4.92812748617401,-4.92836872830458
5.63040833169048,-2.06615552611937,-2.0662918339194
5.65438137087622,1.19628383516819,1.19625850550078
5.67835441006197,4.54035101461878,4.54044133577088
5.70232744924772,7.63294415086887,7.63315320960375
5.72630048843347,10.1581381707766,10.1584671992165
5.75027352761922,11.8472827337483,11.8477308145819
5.77424656680496,12.5051641459343,12.5057279046752
5.79821960599071,12.0299500613262,12.030623362332
5.82219264517646,10.425112309355,10.4258859677689
5.84616568436221,7.80213694426627,7.80299850009193
5.87013872354796,4.37355030453861,4.37448387887669
5.8941117627337,0.43657527479117,0.437561534807389
5.91808480191945,-3.65146727244592,-3.65045101683722
5.9420578411052,-7.50414135015787,-7.50312088861846
5.96603088029095,-10.7407495084644,-10.7397533128733
5.9900039194767,-13.0220809547142,-13.0211395835924
6.01397695866244,-14.0838544285547,-14.0829997645382
6.03794999784819,-13.7647138759062,-13.7639782145357
6.06192303703394,-12.0259876057216,-12.0254045306602
6.08589607621969,-8.96105811331323,-8.96066843050208
6.10986911540544,-4.79307270893467,-4.79292668814068
6.13384215459118,0.139251528687618,0.139112791945465
6.15781519377693,5.40692563477689,5.40649724955262
6.18178823296268,10.5252386918152,10.524551680547
6.20576127214843,14.9947580740931,14.9938515382683
6.22973431133418,18.3453236066606,18.3442245663604
6.25370735051992,20.1792821984997,20.1780071248298
6.27768038970567,20.2101948602774,20.2087603360876
6.30165342889142,18.2935238740528,18.2919647187765
6.32562646807717,14.4464375450835,14.4448275255875
6.33562646807717,12.2980072918534,12.29640572701
6.35285312759769,7.95057263769454,7.94903587291371
6.37007978711821,2.90596323360713,2.90454226285382
6.39133484093246,-3.99141690228388,-3.99265236504017
6.41258989474671,-11.2610869612589,-11.2621192644303
6.43384494856095,-18.4509165648156,-18.4517530983452
6.4551000023752,-25.0878052163867,-25.088471494659
6.47635505618944,-30.7067173807569,-30.7072513074014
6.48635505618944,-32.8830811619909,-32.8835669123233
6.50358171570997,-35.7526760949567,-35.7530980789293
6.52080837523049,-37.3736189286253,-37.3739916848443
6.53803503475101,-37.6126145941982,-37.6129400882943
6.55526169427154,-36.3862831797674,-36.3865524983316
6.57248835379206,-33.6664294058567,-33.6666252290454
6.58971501331258,-29.4832835025065,-29.4833832075987
6.6069416728331,-23.9265213483198,-23.9264998632285
6.62416833235363,-17.1439529639357,-17.1437852794758
6.64139499187415,-9.33785891540846,-9.33752300769312
6.65862165139467,-0.759050571003467,-0.758530701760274
6.67584831091519,8.30117448861818,8.30188525817958
6.69669406423848,19.4265592124189,19.4274956471634
6.71753981756176,30.180386890598,30.1815276689144
6.73838557088504,39.9525092051143,39.9538182987434
6.75923132420833,48.1575234479644,48.1589537241276
6.78007707753161,54.2682544577376,54.2697511220273
6.8009228308549,57.8471342876307,57.8486387425037
6.82176858417818,58.5736031014758,58.5750589043697
6.84261433750146,56.2658475793123,56.2672071436082
6.86346009082475,50.8954938772698,50.8967218104646
6.88430584414803,42.594260567295,42.5953326179901
6.90515159747131,31.6520369002583,31.6529373168448
6.9259973507946,18.5063514139061,18.5070712679144
6.94684310411788,3.72369524081987,3.72423170152111
6.96768885744116,-12.0263707414934,-12.0260155807665
6.98853461076445,-28.0029919287276,-28.0028132402853
7.00938036408773,-43.4300237475528,-43.4300163504637
7.03022611741101,-57.534383021858,-57.5345427766703
7.0510718707343,-69.5847502746632,-69.5850740492049
7.07191762405758,-78.9286206066106,-78.9291053481362
7.09276337738087,-85.0258015838938,-85.0264432772291
7.11360913070415,-87.4766531891572,-87.4774460496174
7.13445488402743,-86.0436432862508,-86.0445790208261
7.15530063735072,-80.6651360373284,-80.6662029793338
7.176146390674,-71.4607230079427,-71.461905270124
7.19699214399728,-58.7278286437378,-58.729105713805
7.21783789732057,-42.9297538579107,-42.9311008920539
7.24300931102935,-20.6759298029988,-20.677323417411
7.26818072473813,3.84609702978348,3.84470184667858
7.29335213844691,29.1768517862766,29.1755024218889
7.30335213844691,39.1618601650895,39.1605430655879
7.32057879796743,55.7913541890797,55.7901088724907
7.34182909320357,74.7184454152422,74.7173147978441
7.3630793884397,91.1439266930213,91.1429376571846
7.38432968367583,104.343087108293,104.342261738792
7.40557997891197,113.729347582146,113.728703122874
7.4268302741481,118.879896077175,118.879446071746
7.44808056938424,119.553225507956,119.552979245484
7.46933086462037,115.697786374718,115.697748203137
7.4905811598565,107.451454333908,107.451624005025
7.51620125029624,92.1607104890495,92.1611242484966
7.54182134073598,71.8345402970979,71.8351851096633
7.56744143117572,47.6090076540839,47.6098637262757
7.59306152161545,20.8155784774651,20.8166181926671
7.61868161205519,-7.10903672758193,-7.10784859065059
7.64430170249493,-34.7153135584383,-34.7140190560845
7.66992179293466,-60.6286427656495,-60.6272896988642
7.6955418833744,-83.626266090048,-83.6249067242866
7.72116197381414,-102.698688078194,-102.697377494825
7.74678206425387,-117.092483422124,-117.091277256355
7.77240215469361,-126.333163043508,-126.332114754351
7.79802224513335,-130.228422419569,-130.227580653429
7.82364233557309,-128.853534783752,-128.852941256744
7.84926242601282,-122.521780376377,-122.52146789493
7.87488251645256,-111.743578051011,-111.743568011061
7.9005026068923,-97.1784037913152,-97.1787042101737
7.92612269733203,-79.5836691375335,-79.5842745510029
7.93612269733203,-72.0405519574596,-72.0412738870622
7.95334935685256,-58.4117767597635,-58.4126891575239
7.97536845778966,-40.1504959022771,-40.1516295217416
7.99738755872676,-21.3765963450629,-21.3779232964107
8.01940665966386,-2.54347318139439,-2.54495978138213
8.04142576060097,15.9412345479507,15.939626749034
8.06344486153807,33.7205190611385,33.7188309926936
8.08546396247517,50.4889766327183,50.4872530030789
8.10748306341227,65.9905143138475,65.9888009531493
8.12950216434938,80.0135868830507,80.0119241247508
8.13450216434938,82.9746652110817,82.9730191199861
8.13950216434938,85.8482510674149,85.8466231228478
8.14380882922951,88.2519748728015,88.2503632526507
8.14811549410964,90.5885442994225,90.5869495953354
8.15253699976586,92.9165336889348,92.9149583255166
8.15695850542209,95.1717023179841,95.1701499514921
8.16149791417855,97.4102271885649,97.4087020424011
8.16603732293501,99.5699626402723,99.5684665004439
8.17069777877526,101.704298680805,101.702833599415
8.17535823461551,103.753545422808,103.752113955164
8.18014296536002,105.767887523587,105.766492775535
8.18492769610452,107.690491643778,107.68913294514
8.18984001564625,109.567889299799,109.566565915404
8.19475233518797,111.346515997728,111.345228942073
8.19979564578759,113.068765181783,113.067518313555
8.20483895638719,114.68480413623,114.683599050318
8.20918292611498,115.99082479357,115.989656831431
8.21352689584277,117.216659740434,117.215532324201
8.21798670111122,118.391117564256,118.390037094904
8.22244650637967,119.479763614469,119.478733812292
8.22702523603915,120.507509238869,120.506532923727
8.23160396569863,121.443483052237,121.442561734952
8.23630479096626,122.30826814894,122.307404983611
8.24100561623389,123.0749718304,123.074166071604
8.24583179288989,123.759401541414,123.758651895406
8.2506579695459,124.33908079408,124.338385919593
8.25561284018859,124.824555497894,124.823917514916
8.26056771083128,125.198250150267,125.197669247762
8.26565470719211,125.464948508653,125.464426397994
8.27074170355293,125.612488159234,125.6120272694
8.27950489898194,125.585861635635,125.585510596275
8.28698304119547,125.279866047456,125.27960742924
8.294461183409,124.711531633092,124.711367663574
8.30090235389693,124.010668009776,124.01059421769
8.30734352438486,123.113669744808,123.113691442263
8.31843950947578,121.108672387758,121.108838382944
8.3295354945667,118.520222732171,118.52052390425
8.34063147965761,115.349675652335,115.350125296491
8.35172746474853,111.600746068838,111.601340678098
8.36055353843333,108.209056774895,108.209759070831
8.37055353843333,103.934738800473,103.935556815923
8.38486762644409,97.0379628964883,97.0389349562881
8.39918171445484,89.2503467984304,89.2514812257472
8.40886816228929,83.4924036872366,83.4936571880791
8.42555467617002,72.7137249454362,72.7151614486052
8.43555467617002,65.7547737015795,65.7562935768436
8.45214192164202,53.4770034749897,53.4786238789715
8.46214192164202,45.6630498530982,45.6647199518944
8.47936858116254,31.59691902093,31.5986907846155
8.48936858116254,23.1199892838685,23.1218255333426
8.50659524068306,8.12511924505735,8.1270260734624
8.51659524068306,-0.759840158692892,-0.757922767972325
8.53382190020359,-16.2159715477472,-16.2140635177563
8.54382190020359,-25.2231159385231,-25.2212190222385
8.56104855972411,-40.6298357735797,-40.6279659831825
8.58336375628363,-60.0863481453546,-60.0845604296524
8.59336375628363,-68.5315272223974,-68.5297970406836
8.61059041580415,-82.4907855736203,-82.4891813555053
8.63199190290363,-98.545132298651,-98.5437147294535
8.65896943924255,-116.236915143107,-116.235778997843
8.68594697558147,-130.540416248519,-130.53962294749
8.71292451192039,-140.961808978672,-140.961409225999
8.73990204825932,-147.161419251186,-147.161441385816
8.76687958459824,-148.968712551873,-148.969173064245
8.79385712093716,-146.386106454521,-146.387014453873
8.82083465727608,-139.581268313404,-139.582616194068
8.847812193615,-128.868828936762,-128.870587198682
8.87478972995392,-114.683665395481,-114.685788390912
8.90176726629284,-97.5488129880705,-97.5512438767219
8.92874480263177,-78.0415104538863,-78.0441795670299
8.95572233897069,-56.7608477483441,-56.7636713093885
8.98269987530961,-34.3000025146201,-34.3028854984476
9.00967741164853,-11.2251821036918,-11.2280307800996
9.03665494798745,11.9376502319562,11.9349307662664
9.06363248432637,34.7083495225937,34.7058638448806
9.09061002066529,56.6515089083635,56.6493519551218
9.11758755700422,77.3703920820909,77.3686471324572
9.14456509334314,96.4981120990402,96.4968476326664
9.17154262968206,113.688320799805,113.687593998976
9.19852016602098,128.6075789792,128.607427955016
9.2254977023599,140.931169932418,140.931605467561
9.25247523869882,150.343636812831,150.344657404796
9.27945277503774,156.544826342477,156.546402072773
9.30643031137667,159.261392817168,159.263475231965
9.33340784771559,158.263262534551,158.265789147803
9.36038538405451,153.383812152577,153.386697976803
9.38736292039343,144.541926969699,144.545076321207
9.41434045673235,131.763761077512,131.767066881438
9.44131799307127,115.201637007213,115.204985115757
9.46829552941019,95.1475653238367,95.1508434490278
9.49527306574912,72.0391186862359,72.0422159798
9.52225060208804,46.4559071983415,46.4587147010985
9.54922813842696,19.1057379982486,19.1081551370208
9.57620567476588,-9.19946680087577,-9.1975254657077
9.6031832111048,-37.5768804022494,-37.575484000866
9.63016074744372,-65.1130218795766,-65.1122239369577
9.65713828378264,-90.908160299388,-90.9079963157886
9.68411582012156,-114.121482386554,-114.121966610358
9.71109335646049,-134.013501302468,-134.014626491587
9.73807089279941,-149.982419094247,-149.984158499059
9.76504842913833,-161.591710959557,-161.594019802102
9.79202596547725,-168.587005551715,-168.589821617134
9.81900350181617,-170.901297333223,-170.904542362595
9.84598103815509,-168.648534586162,-168.652117091284
9.87295857449401,-162.106574354338,-162.110392831389
9.89993611083294,-151.691301757494,-151.695247354676
9.92526874100181,-138.840842585891,-138.844804375721
9.95060137117069,-123.523356540946,-123.527232618656
9.97593400133957,-106.256953962348,-106.260643159755
10,-88.5161300656165,-88.5195518295504
10.0001576355117,-88.3962681121913,-88.3996879011455
10.0003152710233,-88.2763696988615,-88.2797875110476
10.0006305420467,-88.0365000122366,-88.039913867204
10.0013136287337,-87.5162872055192,-87.5196924494051
10.0027936487405,-86.386880285834,-86.3902663718001
10.0060003562667,-83.9295927279249,-83.9329374778763
10.0129482171815,-78.5620660741642,-78.5653144588287
10.0252517159197,-68.9386157712564,-68.9416715546985
10.0436193174734,-54.3886314481549,-54.3913621889838
10.0674027062079,-35.4463338000338,-35.4485873145973
10.0967100033606,-12.3422446684747,-12.3438334203569
10.1260173005133,10.108033023148,10.1071760336675
10.1553245976659,31.5478595338514,31.5477734066102
10.1846318948186,51.6974306346262,51.6981268624259
10.2139391919713,70.3325988609116,70.3340620207194
10.2432464891239,87.2640530981269,87.2662410136839
10.2725537862766,102.318794991213,102.321635260722
10.3018610834293,115.325090667376,115.328481803025
10.3311683805819,126.101824635787,126.105641651869
10.3604756777346,134.453245023042,134.457343722395
10.3897829748873,140.170168888876,140.174389328117
10.4190902720399,143.038508682493,143.042681100411
10.4483975691926,142.855276821583,142.859229910495
10.4777048663453,139.451042882934,139.454611865938
10.5070121634979,132.716416360382,132.719450067763
10.5170121634979,129.637976703106,129.640799837368
10.5347204896851,123.235329508204,123.237740738575
10.5599030801465,112.092383696948,112.094139631425
10.585085670608,98.6602899663959,98.6613347564297
10.6102682610694,83.1312545984729,83.1315543550589
10.6354508515308,65.7647203982784,65.7642652161019
10.6606334419922,46.8819462390113,46.8807531846789
10.6858160324536,26.8563311852172,26.8544388602415
10.710998622915,6.10020007577043,6.09766766992848
10.7361812133765,-14.9507485194512,-14.9538400553295
10.7613638038379,-35.8538691627215,-35.8574202917281
10.7865463942993,-56.175370144904,-56.1792684379087
10.8117289847607,-75.5041554807204,-75.5082806565143
10.8369115752221,-93.4627340334343,-93.4669613953038
10.8620941656836,-109.714694552594,-109.718898604104
10.887276756145,-123.968744561222,-123.97280392316
10.9124593466064,-135.97974530019,-135.983547701121
10.9376419370678,-145.547478478133,-145.55092447251
10.9628245275292,-152.514027052549,-152.517032396759
