Time [ns],V(AM_SI) [mV],V(SI) [mV],Time [ns],V(AM_SI) [mV],V(SI) [mV]
41.35047385,-193.6866449,-193.7239972,4.3375E-08,-152.7779843,-152.8065309
41.4681383,-150.6001255,-150.6628769,4.35E-08,-119.5707062,-119.6192236
41.58580274,-45.4547675,-45.51445,4.3625E-08,-3.60E+01,-36.0409114
41.70346719,78.61120224,78.58105406,4.375E-08,63.03231807,63.00855518
41.82113163,171.5194036,171.5315604,4.3875E-08,136.4360793,136.4450874
41.93879607,194.2609563,194.3091207,0.000000044,1.53E+02,153.0972488
42.05646052,134.6009446,134.6629373,4.4125E-08,107.4224775,107.4710705
42.16874899,20.58399864,20.63302023,4.425E-08,14.90633865,14.94539292
42.28103747,-104.7882673,-104.7721514,4.4375E-08,-8.47E+01,-84.73200169
42.39332595,-190.0741089,-190.0970236,4.45E-08,-152.7050165,-152.7224679
42.5,-200.6217658,-200.6727844,4.4625E-08,-192.0408585,-192.0792277
42.51787335,-194.007608,-194.0614319,4.475E-08,-1.93E+02,-192.9626737
42.5357467,-185.1966507,-185.2525631,4.4875E-08,-178.290734,-178.3469965
42.5714934,-162.57386,-162.632561,0.000000045,-158.8682205,-158.9255601
42.6072401,-132.5397902,-132.5985571,4.5125E-08,-1.10E+02,-110.116405
42.67911509,-57.54925773,-57.600249,4.525E-08,-31.55652581,-31.59720201
42.79098234,69.42673858,69.40415312,4.5375E-08,55.70697736,55.68889949
42.90284958,168.9632125,168.978048,4.55E-08,1.37E+02,137.2433423
43.01471683,205.0366947,205.0825314,4.5625E-08,164.9001002,164.9363979
43.12658407,160.836988,160.8947479,4.575E-08,127.8995742,127.9453873
43.23845132,50.76245372,50.80824314,4.5875E-08,4.07E+01,40.78505314
43.35031856,-79.33969463,-79.32464162,0.000000046,-63.31190534,-63.29988387
43.46218581,-177.3862644,-177.4080109,4.6125E-08,-143.7922161,-143.8093816
43.57405305,-208.2447377,-208.2941215,4.625E-08,-1.68E+02,-168.3157519
43.6859203,-159.1670404,-159.2234929,4.6375E-08,-126.5225194,-126.567411
43.79778754,-44.80030108,-44.84070041,4.65E-08,-34.73202496,-34.76407278
43.90965479,89.70299046,89.69534735,4.6625E-08,7.14E+01,71.39626583
44.02152203,187.6049368,187.6332321,4.675E-08,150.0877152,150.1099822
44.13338928,210.47244,210.5246171,4.6875E-08,169.5551864,169.5962901
44.24525652,151.5054361,151.5593482,0.000000047,1.22E+02,121.8449252
44.35712377,33.13170511,33.16523326,4.7125E-08,26.08503383,26.11172366
44.46899101,-99.33536841,-99.33590087,4.725E-08,-79.91359337,-79.91453117
44.58085826,-192.9588918,-192.9942956,4.7375E-08,-1.55E+02,-155.1058783
44.6927255,-210.8214408,-210.8758557,4.75E-08,-169.8791448,-169.9207469
44.80459274,-146.7993978,-146.8471981,4.7625E-08,-117.9750649,-118.013511
44.91645999,-25.12868895,-25.15116618,4.775E-08,-1.97E+01,-19.68281538
45.02832723,107.4731427,107.4815673,4.7875E-08,86.16127348,86.16857685
45.14019448,197.4512359,197.4883199,0.000000048,157.9346732,157.9650886
45.25206172,208.3962037,208.4486099,4.8125E-08,1.68E+02,167.7215135
45.36392897,137.909806,137.9547071,4.825E-08,111.7473207,111.7828983
45.47579621,15.09843772,15.11718663,4.8375E-08,12.27524617,12.29095812
45.58766346,-113.3593136,-113.3727908,4.85E-08,-9.18E+01,-91.81747736
45.6995307,-198.7131249,-198.7521414,4.8625E-08,-160.3246666,-160.3565382
45.81139795,-207.2900196,-207.3402855,4.875E-08,-166.9489903,-166.9896681
45.92326519,-135.1848557,-135.2271948,4.8875E-08,-1.09E+02,-108.8509666
46.03513244,-10.34441061,-10.36164767,0.000000049,-8.096537857,-8.110218831
46.14699968,118.99178,119.0067571,4.9125E-08,95.96843519,95.98046737
46.25886693,202.281281,202.3225824,4.925E-08,1.63E+02,162.5729774
46.37073417,206.0876797,206.1391978,4.9375E-08,165.540778,165.5825036
46.48260142,128.8002749,128.8424248,4.95E-08,90.69363309,90.7242263
46.61766902,-24.70041349,-24.69074518,4.9625E-08,-1.78E+01,-17.78836319
46.75273663,-164.3900201,-164.4191511,4.975E-08,-120.5903928,-120.6119567
46.88780424,-216.480372,-216.5331682,4.9875E-08,-157.9980862,-158.0363726
47.02287185,-151.6061523,-151.653594,0.00000005,-1.09E+02,-109.1440232
47.15793946,-1.739455528,-1.754878253,5.0125E-08,-0.909102244,-0.919685189
47.29300706,149.7879478,149.8142236,5.025E-08,108.2240472,108.2436211
47.42807467,218.1875499,218.2421204,5.0375E-08,1.59E+02,158.9131596
47.56314228,167.9594999,168.0120957,5.05E-08,122.323597,122.3612731
47.69820989,26.45964412,26.4804258,5.0625E-08,18.5978125,18.61238389
47.8332775,-130.7638749,-130.7873279,5.075E-08,-9.50E+01,-94.99257252
47.9683451,-216.4104658,-216.4655708,5.0875E-08,-156.8256168,-156.8656453
48.10341271,-182.8873588,-182.9439627,0.000000051,-133.325631,-133.3664514
48.23848032,-50.24079619,-50.26733202,5.1125E-08,-3.66E+01,-36.6439257
48.37354793,109.6370229,109.6561113,5.125E-08,80.34162021,80.35614019
48.50861554,210.9240366,210.9796124,5.1375E-08,153.3255999,153.3662458
48.64368314,197.0141769,197.0763802,5.15E-08,1.43E+02,142.9301166
48.77875075,74.8466586,74.88062077,5.1625E-08,54.75045475,54.7743274
48.91381836,-87.5132674,-87.52772537,5.175E-08,-63.4575442,-63.46869081
49.04888597,-201.761747,-201.8180024,5.1875E-08,-1.47E+02,-147.1965077
49.18395358,-206.7982002,-206.8652901,0.000000052,-150.6315018,-150.6796343
49.31902118,-99.50125669,-99.54126627,5.2125E-08,-72.31838891,-72.34669722
49.45408879,62.16142232,62.17189569,5.225E-08,4.55E+01,45.47124795
49.5891564,190.427855,190.4837622,5.2375E-08,139.247897,139.2883701
49.72422401,216.3343716,216.4048444,5.25E-08,157.8234218,157.8740612
49.85929162,125.2189886,125.2643603,5.2625E-08,9.06E+01,90.64852052
49.99435922,-35.10222029,-35.10780341,5.275E-08,-25.94115424,-25.94516147
50.12942683,-177.1012971,-177.1546833,5.2875E-08,-128.6038332,-128.6418778
50.26449444,-222.105446,-222.1759522,0.000000053,-1.62E+02,-161.5562828
50.39956205,-145.9106392,-145.9578822,5.3125E-08,-106.2966722,-106.3308572
50.53462966,9.5121017,9.514237866,5.325E-08,7.219873955,7.220581305
50.66969726,160.3503871,160.3990449,5.3375E-08,1.17E+02,117.2599779
50.80476487,224.9398337,225.005718,5.35E-08,164.0529223,164.1000611
50.93983248,167.7554574,167.8010773,5.3625E-08,122.3387399,122.3723704
51.07490009,19.73764601,19.73902286,5.375E-08,1.45E+01,14.51415311
51.2099677,-138.7321404,-138.772771,5.3875E-08,-101.0193752,-101.0472717
51.3450353,-221.7763965,-221.8335662,0.000000054,-161.7184131,-161.7589299
51.48010291,-184.7046859,-184.7450888,5.4125E-08,-1.35E+02,-135.1895899
51.61517052,-48.54397212,-48.54561349,5.425E-08,-35.89793076,-35.90059293
51.75023813,112.9088244,112.943903,5.4375E-08,83.02883727,83.05163483
51.88530574,214.6016467,214.6488832,5.45E-08,1.58E+02,158.1978472
52.02037334,203.4235913,203.4517914,5.4625E-08,149.0254058,149.045578
52.15544095,83.44916486,83.44227285,5.475E-08,59.67579074,59.67419321
52.29050856,-84.07200982,-84.10340502,5.4875E-08,-6.29E+01,-62.87721451
52.42557617,-209.1689452,-209.1967019,0.000000055,-152.7374921,-152.7544685
52.56064378,-221.4029744,-221.4055319,5.5125E-08,-160.4010805,-160.405218
52.69571138,-111.6332157,-111.6137342,5.525E-08,-8.06E+01,-80.61008432
52.83077899,60.16705289,60.18536328,5.5375E-08,43.49185942,43.50008313
52.9658466,198.6169346,198.6139005,5.55E-08,144.2253683,144.2233027
53.10091421,228.2836837,228.2612421,5.5625E-08,1.67E+02,166.880564
53.23598182,135.1676301,135.1472276,5.575E-08,99.46767904,99.45774882
53.37104942,-29.34832564,-29.34574445,5.5875E-08,-21.46936103,-21.46570717
53.50611703,-178.1063522,-178.0786419,0.000000056,-1.31E+02,-130.8277896
53.64118464,-232.3447195,-232.3098348,5.6125E-08,-169.9320561,-169.9093919
53.77625225,-161.7577601,-161.7401419,5.625E-08,-117.4588247,-117.4483509
53.91131986,-2.572929927,-2.58686697,5.6375E-08,-1.23E+00,-1.237762779
54.04638746,159.3049659,159.2646163,5.65E-08,116.1236168,116.0946075
54.18145507,234.8201636,234.776082,5.6625E-08,170.7465825,170.7164373
54.31652268,182.1881991,182.1682584,5.675E-08,1.33E+02,132.7169288
54.45159029,30.63796738,30.65777553,5.6875E-08,22.63376886,22.64907688
54.5866579,-136.9206614,-136.8701046,0.000000057,-99.87856613,-99.84316626
54.7217255,-230.3950996,-230.344108,5.7125E-08,-1.69E+02,-168.5369928
54.85679311,-200.2234294,-200.2038809,5.725E-08,-146.3847883,-146.3709724
54.99186072,-62.37447699,-62.39783678,5.7375E-08,-45.27430786,-45.28976299
55.12692833,109.6748137,109.6243549,5.75E-08,8.03E+01,80.24176559
55.26199594,222.9289111,222.881368,5.7625E-08,162.4754666,162.4399217
55.39706354,215.2761196,215.2554885,5.775E-08,156.6665257,156.6493209
55.53213115,90.40414029,90.41727377,5.7875E-08,6.56E+01,65.64640604
55.66719876,-84.00119403,-83.96267647,0.000000058,-61.61654477,-61.58641357
55.80226637,-213.6372298,-213.5901009,5.8125E-08,-156.2449055,-156.2078153
55.93733397,-228.488617,-228.4529541,5.825E-08,-1.67E+02,-166.5991809
56.07240158,-119.6142822,-119.6082609,5.8375E-08,-86.31191735,-86.30959973
56.20746919,55.86478231,55.83375464,5.85E-08,41.82394191,41.79877193
56.3425368,203.262166,203.2058048,5.8625E-08,1.48E+02,147.8697381
56.47760441,239.9586506,239.9057215,5.875E-08,172.9630143,172.9254194
56.61267201,142.6638627,142.6450339,5.8875E-08,102.1377478,102.1256044
56.74773962,-35.68315508,-35.65451271,0.000000059,-2.58E+01,-25.79525812
56.88280723,-194.2981394,-194.2355502,5.9125E-08,-139.6436177,-139.5977797
57.01787484,-243.6040803,-243.5410467,5.925E-08,-175.8691623,-175.8234312
57.15294245,-157.4401852,-157.4113122,5.9375E-08,-1.15E+02,-114.7605232
57.28801005,14.04169998,14.02000033,5.95E-08,9.024971342,9.00864811
57.42307766,175.4901279,175.4286084,5.9625E-08,126.8257442,126.7802562
57.55814527,239.6097884,239.540512,5.975E-08,1.74E+02,174.0388184
57.69321288,172.6897044,172.6490285,5.9875E-08,125.4589115,125.4291732
57.82828049,11.3080346,11.31783432,0.00000006,8.053733645,8.061563582
57.96334809,-156.5822371,-156.5259013,6.0125E-08,-1.13E+02,-113.4456026
58.0984157,-238.283733,-238.2090395,6.025E-08,-172.3006622,-172.2452665
58.23348331,-188.0190874,-187.9646317,6.0375E-08,-136.0983948,-136.0585594
58.36855092,-33.91305669,-33.90807927,6.05E-08,-2.52E+01,-25.17751908
58.50361853,137.6580469,137.6095935,6.0625E-08,98.86702122,98.83072261
58.63868613,231.6470991,231.5695245,6.075E-08,167.6383228,167.5808179
58.77375374,197.6185987,197.5520423,6.0875E-08,1.44E+02,143.8051041
58.90882135,56.0613375,56.04068374,0.000000061,41.43490664,41.42002046
59.04388896,-114.7487855,-114.7120014,6.1125E-08,-82.86007286,-82.83210913
59.17895657,-221.7814832,-221.704902,6.125E-08,-1.61E+02,-160.8211509
59.31402417,-207.008581,-206.9303004,6.1375E-08,-150.2245143,-150.1663034
59.44909178,-78.66754542,-78.6277048,6.15E-08,-57.15187904,-57.12316464
59.58415939,92.70482289,92.68397114,6.1625E-08,6.70E+01,67.00666755
59.719227,212.7145583,212.6410399,6.175E-08,154.0826406,154.027263
59.85429461,215.4604584,215.3705549,6.1875E-08,156.3432374,156.2770054
59.98936221,99.97191658,99.91297082,0.000000062,7.28E+01,72.76884216
60.12442982,-69.8382294,-69.83287059,6.2125E-08,-50.39106904,-50.38579063
60.25949743,-200.7540547,-200.6845521,6.225E-08,-145.451631,-145.3998371
60.39456504,-221.0650326,-220.9668036,6.2375E-08,-1.60E+02,-160.0111856
60.52963265,-119.4124584,-119.3378192,6.25E-08,-86.22021848,-86.16596551
60.66470025,48.62459563,48.63487258,6.2625E-08,35.41699412,35.42383763
60.79976786,190.2464466,190.1854945,6.275E-08,1.38E+02,137.53162
60.93483547,226.5295769,226.4283674,6.2875E-08,163.6234793,163.5487137
61.06990308,137.0005119,136.911933,0.000000063,99.09930039,99.03447877
61.20497069,-28.33097612,-28.35940985,6.3125E-08,-2.01E+01,-20.09370205
61.34003829,-177.1479439,-177.0993371,6.325E-08,-127.5907623,-127.5541424
61.4751059,-226.8505485,-226.7488749,6.3375E-08,-163.7778661,-163.7029921
61.61017351,-150.4077884,-150.3066471,6.35E-08,-1.09E+02,-108.7151142
61.74524112,9.272955189,9.318646446,6.3625E-08,6.532389818,6.56516587
61.88030873,163.472568,163.4369789,6.375E-08,117.9698372,117.9433046
62.01537633,226.6667193,226.5679627,6.3875E-08,1.69E+02,168.5127407
62.13806587,173.699411,173.5885025,0.000000064,132.8390924,132.7532716
62.26075541,39.01146561,38.93858043,6.4125E-08,30.22603511,30.16976771
62.38344494,-113.2473408,-113.2489671,6.425E-08,-8.47E+01,-84.73364523
62.5,-208.4738968,-208.4058709,6.4375E-08,-165.1765667,-165.1355867
62.5357467,-217.1057926,-217.0222063,6.45E-08,-211.7469701,-211.6653992
62.5714934,-215.0200434,-214.9249275,6.4625E-08,-2.03E+02,-203.1445749
62.64298679,-189.3763866,-189.2669436,6.475E-08,-174.6495103,-174.5490989
62.71448019,-134.2789773,-134.1732703,6.4875E-08,-95.88014883,-95.79400561
62.83530962,-2.383911093,-2.321067633,0.000000065,7.27E-01,0.775682016
62.95613904,135.7326271,135.7246343,6.5125E-08,105.5292209,105.5227475
63.07696847,213.4423529,213.3665626,6.525E-08,160.9927018,160.9333546
63.19779789,186.2527766,186.1420749,6.5375E-08,1.44E+02,144.257631
63.31862732,75.24593335,75.14869935,6.55E-08,62.00124894,61.92543553
63.43945674,-62.25027868,-62.29120379,6.5625E-08,-49.73095171,-49.76269261
63.56028617,-174.7078368,-174.6740846,6.575E-08,-1.38E+02,-137.8909417
63.68111559,-213.5847154,-213.4906795,6.5875E-08,-162.2234455,-162.1500011
63.80194502,-149.7390541,-149.6259177,0.000000066,-113.3769969,-113.2887972
63.92277444,-13.16927845,-13.08691483,6.6125E-08,-1.28E+01,-12.70967506
64.04360387,124.1915411,124.2065675,6.625E-08,94.67103893,94.68262429
64.16443329,202.5113563,202.4521634,6.6375E-08,158.0300934,157.9839318
64.28526272,191.8686456,191.7612962,6.65E-08,1.48E+02,147.8663357
64.40609214,93.38852667,93.28050805,6.6625E-08,71.14401454,71.05987456
64.52692157,-49.58061653,-49.64154703,6.675E-08,-37.41589198,-37.46342029
64.64775099,-168.2203106,-168.2073486,6.6875E-08,-1.30E+02,-129.8602946
64.76858042,-210.1600224,-210.0790423,0.000000067,-163.3604782,-163.2974799
64.88940984,-158.5006458,-158.3876112,6.7125E-08,-121.4296195,-121.3416086
65.01023927,-32.69921664,-32.60417498,6.725E-08,-2.41E+01,-24.02364651
65.13106869,110.3051596,110.3403181,6.7375E-08,83.60486519,83.63242789
65.25189812,199.908947,199.8690308,6.75E-08,153.161856,153.130969
65.37272754,196.0185524,195.9216198,6.7625E-08,1.53E+02,152.5913085
65.49355697,105.4243197,105.3135863,6.775E-08,81.94157182,81.8554111
65.61438639,-32.13540879,-32.2107976,6.7875E-08,-26.01336235,-26.07221039
65.73521582,-157.4510444,-157.4580071,0.000000068,-1.22E+02,-121.7094832
65.85604524,-211.271984,-211.2081688,6.8125E-08,-162.2821597,-162.2329157
65.97687467,-167.1132749,-167.0078244,6.825E-08,-129.1143954,-129.0325367
66.09770409,-46.95680688,-46.8569045,6.8375E-08,-3.66E+01,-36.53460194
66.21853352,93.8882129,93.93862056,6.85E-08,72.47288933,72.51265303
66.33936295,191.9025855,191.8822106,6.8625E-08,147.5999222,147.5846562
66.46019237,201.3116315,201.2306918,6.875E-08,1.55E+02,154.9705975
66.5810218,118.1639625,118.0589845,6.8875E-08,92.00493228,91.92314376
66.70185122,-17.30176699,-17.38440427,0.000000069,-12.98710685,-13.05181095
66.82268065,-144.1381762,-144.1626064,6.9125E-08,-1.12E+02,-112.2345035
66.94351007,-207.1282709,-207.0846027,6.925E-08,-160.3057571,-160.2721528
67.0643395,-176.4733379,-176.3816993,6.9375E-08,-135.5186828,-135.4475247
67.18516892,-63.9090946,-63.81044667,6.95E-08,-4.92E+01,-49.13050744
67.30599835,78.05852053,78.1206844,6.9625E-08,59.52985551,59.5786244
67.42682777,182.9688056,182.9676955,6.975E-08,140.8958468,140.8954767
67.5476572,203.7331732,203.670269,6.9875E-08,1.57E+02,157.3366548
67.66848662,131.8016062,131.7056142,0.00000007,101.8234555,101.7489083
67.78931605,-0.086262092,-0.172452463,7.0125E-08,0.073640038,0.006408452
67.91014547,-131.6543261,-131.6927973,7.025E-08,-1.02E+02,-101.6733439
68.0309749,-203.1997673,-203.1742354,7.0375E-08,-157.2196755,-157.2002824
68.15180432,-182.7850248,-182.7077676,7.05E-08,-141.0978699,-141.038123
68.27263375,-78.9959726,-78.90201071,7.0625E-08,-6.05E+01,-60.43522231
68.39346317,61.76850223,61.83732295,7.075E-08,47.50263727,47.55647703
68.5142926,174.0012471,174.0149648,7.0875E-08,133.4150026,133.4261626
68.63512202,205.061503,205.0150022,0.000000071,1.58E+02,158.0108391
68.75595145,142.0913279,142.0067134,7.1125E-08,110.4253233,110.360573
68.87678087,15.78914364,15.70614393,7.125E-08,12.78096192,12.71540058
68.9976103,-116.5294041,-116.5759122,7.1375E-08,-9.01E+01,-90.15564184
69.11843972,-196.0261627,-196.0174276,7.15E-08,-151.7903127,-151.7826474
69.23926915,-187.0512212,-186.9893827,7.1625E-08,-144.5700029,-144.5232832
69.36009857,-93.11384319,-93.02913872,7.175E-08,-7.15E+01,-71.46761225
69.480928,43.98532851,44.05415815,7.1875E-08,34.39659119,34.45112307
69.60175742,161.9070256,161.9313849,0.000000072,124.7226245,124.7422326
69.72258685,205.4599205,205.4303071,7.2125E-08,1.58E+02,157.7591146
69.84341627,153.6564063,153.5868443,7.225E-08,118.4163776,118.3622418
69.9642457,31.37283471,31.2941764,7.2375E-08,25.00575149,24.94493185
70.08507512,-103.6449033,-103.6969806,7.25E-08,-7.93E+01,-79.32163349
70.20590455,-189.9338526,-189.9374434,7.2625E-08,-146.674454,-146.6777859
70.32673397,-189.7040046,-189.6585912,7.275E-08,-146.8008133,-146.765742
70.4475634,-103.6677739,-103.5940406,7.2875E-08,-8.01E+01,-80.06659939
70.56839282,29.45598891,29.52539242,0.000000073,22.74769761,22.80194846
70.68922225,149.1631692,149.1979376,7.3125E-08,114.9118426,114.9390363
70.81005167,200.3676962,200.3526802,7.325E-08,1.54E+02,154.3626564
70.9308811,159.5845243,159.5273752,7.3375E-08,123.5299794,123.4856276
71.05171052,46.6922625,46.61857498,7.35E-08,37.27961006,37.22240627
71.17253995,-85.02530422,-85.08256264,7.3625E-08,-6.46E+01,-64.68130656
71.29336937,-175.9656505,-175.9811881,7.375E-08,-136.6236711,-136.6358634
71.4141988,-188.2220381,-188.1891642,7.3875E-08,-147.5042768,-147.4789799
71.53502822,-119.0429031,-118.9767718,0.000000074,-9.31E+01,-93.00114186
71.65585765,2.117504428,2.186880519,7.4125E-08,3.203575624,3.257563817
71.77668707,125.4500544,125.4918994,7.425E-08,99.7928445,99.82552806
71.8975165,197.4681846,197.4641756,7.4375E-08,1.54E+02,153.8290276
72.01834592,182.2135438,182.1661558,7.45E-08,139.2543542,139.2177675
72.13917535,81.04052387,80.97135944,7.4625E-08,60.10823074,60.05476259
72.26000477,-61.99708233,-62.05663059,7.475E-08,-4.87E+01,-48.71227043
72.3808342,-178.372815,-178.3959003,7.4875E-08,-136.4371388,-136.4553792
72.5,-210.8771954,-210.8541278,0.000000075,-183.041013,-183.0331461
72.54985843,-187.709211,-187.6703919,7.5125E-08,-1.80E+02,-180.0995694
72.59971686,-149.3952117,-149.345011,7.525E-08,-120.0616715,-120.010766
72.69943372,-52.41413203,-52.35114012,7.5375E-08,-48.83648823,-48.78377411
72.79915057,51.72223519,51.77746275,7.55E-08,5.55E+01,55.57703827
72.93676767,163.4871015,163.5052167,7.5625E-08,121.846601,121.8598516
73.07438477,191.9709667,191.9422405,7.575E-08,132.8366952,132.8166924
73.21200187,102.1862888,102.1281682,7.5875E-08,7.21E+01,72.06831768
73.34961897,-47.75237791,-47.8056051,0.000000076,-28.21546845,-28.25332501
73.48723607,-158.6172257,-158.6348182,7.6125E-08,-117.0387402,-117.0515522
73.62485317,-186.3251025,-186.2974993,7.625E-08,-1.38E+02,-138.0010545
73.76247027,-117.4232145,-117.3672909,7.6375E-08,-77.75639716,-77.71704349
73.90008737,30.81230816,30.86341236,7.65E-08,23.85633778,23.89266504
74.03770447,165.1358901,165.1526209,7.6625E-08,1.12E+02,112.1059487
74.17532157,193.3746582,193.3484851,7.675E-08,139.6012446,139.5835191
74.31293867,114.0665992,114.0144172,7.6875E-08,85.70550243,85.66902433
74.45055577,-21.96365336,-22.01043644,0.000000077,-1.80E+01,-18.05523057
74.58817287,-150.1104154,-150.1248784,7.7125E-08,-108.5687975,-108.5799366
74.72578997,-195.1739417,-195.1494368,7.725E-08,-138.3636632,-138.3473212
74.86340707,-126.616911,-126.5697641,7.7375E-08,-9.22E+01,-92.20934321
75.00102417,10.68911614,10.73075033,7.75E-08,7.763787649,7.793987013
75.13864127,142.1444863,142.1577381,7.7625E-08,104.0113703,104.0221122
75.27625837,197.3336245,197.3134741,7.775E-08,1.40E+02,139.6449721
75.41387547,137.1714362,137.1322061,7.7875E-08,97.42275658,97.39545943
75.55149257,-2.488111381,-2.522555274,0.000000078,1.445333163,1.420151472
75.68910967,-134.2807698,-134.2919032,7.8125E-08,-9.69E+01,-96.91933003
75.82672677,-191.3311053,-191.3161048,7.825E-08,-141.0453822,-141.0367283
75.96434387,-147.8099945,-147.7815535,7.8375E-08,-105.1408737,-105.1214699
76.10196097,-18.95064221,-18.92683493,7.85E-08,-1.11E+01,-11.11555468
76.23957807,125.5421346,125.5504441,7.8625E-08,89.29778719,89.30704262
76.37719517,197.5462166,197.5409202,7.875E-08,141.1415384,141.140875
76.51481227,156.7409421,156.7313058,7.8875E-08,1.13E+02,112.7800411
76.65242937,28.0267312,28.01916196,0.000000079,19.36277139,19.35447714
76.79004647,-118.0153993,-118.0223515,7.9125E-08,-84.69919632,-84.70855636
76.92766357,-197.4251238,-197.4362747,7.925E-08,-1.41E+02,-141.415217
77.06528067,-164.7934012,-164.8080824,7.9375E-08,-119.6293922,-119.6392074
77.20289777,-41.83366049,-41.84214004,7.95E-08,-29.9996824,-30.00197595
77.34051487,104.7940364,104.8041305,7.9625E-08,7.73E+01,77.27522948
77.47813197,196.3607346,196.392599,7.975E-08,140.6027038,140.6280479
77.61574907,176.4113712,176.4519654,7.9875E-08,124.6656705,124.6938798
77.75336617,52.97060648,52.99516067,0.00000008,3.84E+01,38.37584981
77.89098327,-99.68714006,-99.70026574,8.0125E-08,-70.54908838,-70.56312938
78.02860037,-194.0687832,-194.1214194,8.025E-08,-139.8627138,-139.9029501
78.16621747,-180.0382876,-180.1056345,8.0375E-08,-1.30E+02,-129.8061644
78.30383457,-65.44969732,-65.49090938,8.05E-08,-46.96533532,-46.99046155
78.44145167,86.10761693,86.12471143,8.0625E-08,61.72087414,61.73769734
78.57906877,188.8914456,188.9663041,8.075E-08,1.36E+02,135.9989236
78.71668587,185.7793762,185.8731358,8.0875E-08,133.560177,133.6255208
78.85430297,78.2289085,78.28473765,0.000000081,55.61474447,55.65089867
78.99192007,-74.54988728,-74.57133845,8.1125E-08,-5.33E+01,-53.35689265
79.12953717,-184.9053131,-184.9985229,8.125E-08,-132.1641827,-132.2320766
79.26715427,-189.7784782,-189.8928147,8.1375E-08,-137.21382,-137.294456
79.40477137,-89.52232701,-89.59038897,8.15E-08,-6.54E+01,-65.41644407
79.54238847,59.03761752,59.05992654,8.1625E-08,43.35407448,43.37285012
79.68000557,176.230476,176.3360892,8.175E-08,127.8762054,127.9533419
79.81762267,196.7147932,196.8467573,8.1875E-08,1.41E+02,141.0087881
79.95523977,105.5992347,105.6814869,0.000000082,74.74886895,74.80544707
80.09285687,-47.21705529,-47.23586311,8.2125E-08,-34.29420264,-34.31033597
80.23047397,-174.18764,-174.3021589,8.225E-08,-1.25E+02,-124.6415002
80.36809107,-201.899232,-202.0471373,8.2375E-08,-144.2963061,-144.4015109
80.50570817,-114.4049722,-114.500863,8.25E-08,-82.44182994,-82.50835752
80.64332526,37.01557208,37.0304223,8.2625E-08,2.58E+01,25.83999808
80.78094236,166.0594501,166.1808592,8.275E-08,119.7801789,119.8680074
80.91855946,202.5447856,202.7055925,8.2875E-08,146.7114438,146.8259884
81.05617656,127.3634375,127.4711176,0.000000083,9.14E+01,91.47549695
81.19379366,-19.74512462,-19.75459858,8.3125E-08,-15.18839601,-15.19647203
81.33141076,-157.7402296,-157.8640617,8.325E-08,-113.611213,-113.7003686
81.46902786,-207.4773014,-207.6461387,8.3375E-08,-1.49E+02,-149.0386422
81.60664496,-140.0960391,-140.2132227,8.35E-08,-100.8126752,-100.8957139
81.74426206,5.851951067,5.85471093,8.3625E-08,4.628912276,4.631715138
81.88187916,149.3538637,149.4766529,8.375E-08,1.09E+02,109.2358174
82.01949626,212.4430157,212.616924,8.3875E-08,154.4498399,154.5742815
82.15711336,159.545816,159.6719101,0.000000084,113.5937311,113.6836339
82.29473046,14.74444649,14.7503438,8.4125E-08,6.44E+00,6.439577474
82.43234756,-146.6743999,-146.7927552,8.425E-08,-108.1570302,-108.2418558
82.56996466,-231.0585069,-231.2340553,8.4375E-08,-163.0578477,-163.1834115
82.70758176,-179.4412956,-179.5740679,8.45E-08,-1.23E+02,-123.0154251
82.84519886,-14.78232761,-14.79679496,8.4625E-08,-8.684209457,-8.694753748
82.98281596,162.0728767,162.1845604,8.475E-08,112.26727,112.3469879
83.12043306,239.3168675,239.4907708,8.4875E-08,1.67E+02,167.273344
83.25805016,172.2246252,172.3621276,0.000000085,123.7817847,123.8807947
83.39566726,8.246701918,8.270818682,8.5125E-08,9.660906457,9.678880716
83.53328436,-152.9028123,-153.0043662,8.525E-08,-1.08E+02,-107.6637031
83.67090146,-223.4292734,-223.5982249,8.5375E-08,-161.6466327,-161.7680081
83.80851856,-170.3904532,-170.53165,8.55E-08,-123.7577284,-123.8597172
83.94613566,-24.08618345,-24.12120946,8.5625E-08,-1.63E+01,-16.3663215
84.08375276,137.7096555,137.799007,8.575E-08,100.1181501,100.1818079
84.22136986,224.3224837,224.4848253,8.5875E-08,159.8231146,159.9397573
84.35898696,181.9365736,182.0805075,0.000000086,1.28E+02,128.3640682
84.49660406,32.19756941,32.24331123,8.6125E-08,22.9667146,23.00056011
84.63422116,-136.0031444,-136.0793873,8.625E-08,-95.26749571,-95.32150995
84.77183826,-222.7325608,-222.8863311,8.6375E-08,-1.58E+02,-158.036505
84.90945536,-179.8488919,-179.9936226,8.65E-08,-129.5168171,-129.621686
85.04707246,-36.30107339,-36.35704082,8.6625E-08,-27.62711785,-27.66857485
85.18468956,124.5946562,124.656473,8.675E-08,8.88E+01,88.8435819
85.32230666,213.9010261,214.0442046,8.6875E-08,153.8292189,153.9322424
85.45992376,183.0637816,183.2080119,0.000000087,131.3291068,131.4337533
85.59754086,48.75718744,48.8233019,8.7125E-08,3.46E+01,34.63818168
85.73515796,-113.8849489,-113.9316485,8.725E-08,-81.41979298,-81.45257991
85.87277506,-211.5967734,-211.7284617,8.7375E-08,-150.9505472,-151.0453289
