Time_ns,Err_mV
0,1.27159714360539e-12
0.000174912043999958,0.000170911063194945
0.000349824087999915,0.000163411636695643
0.00069964817599983,0.000327390722701548
0.00137049422103543,0.000628819312838758
0.00228471619406145,0.000843134268423196
0.00348948409840967,0.00110005391310497
0.00519999745500375,0.00156656958416246
0.00731083233505429,0.00190975758616219
0.00942166721510482,0.00182297849194057
0.0115325020951554,0.00172451385862171
0.0136433369752059,0.00161373702416423
0.0162620013054646,0.00198673126043758
0.0188806656357232,0.00181280202669321
0.0214993299659819,0.00162459068927667
0.0241179942962406,0.00142182900822618
0.0267366586264993,0.00120727356695305
0.029355322956758,0.000986095887254734
0.0319739872870167,0.000760863253400856
0.0345926516172753,0.000531349212440801
0.037211315947534,0.000297805694366104
0.0398299802777927,6.03950285871235e-05
0.0424486446080514,-0.000179770139357771
0.0450673089383101,-0.000419571774568084
0.0476859732685687,-0.000656178603588131
0.0503046375988274,-0.00089091238140071
0.0529233019290861,-0.00112744430744982
0.0555419662593448,-0.00136720058780426
0.0587175320128712,-0.00158535859124243
0.0618930977663975,-0.00192374201101941
0.0650686635199239,-0.0022429409207767
0.0689693052966928,-0.00272548909287096
0.0728699470734617,-0.00313472050567754
0.0767705888502306,-0.00351100445073982
0.0816991904651547,-0.00449814846824026
0.0866277920800787,-0.00501952375431358
0.0915563936950027,-0.00546423245569017
0.0964849953099268,-0.00581794982821116
0.101413596924851,-0.00607257152209861
0.106342198539775,-0.00622702200873437
0.112300608752754,-0.00754211748213152
0.118259018965734,-0.00752881792601956
0.124217429178714,-0.00735587904039203
0.130175839391693,-0.00702776360109425
0.136134249604673,-0.00654497438354085
0.142092659817653,-0.00590789165772065
0.148051070030632,-0.00512605915679032
0.154009480243612,-0.00421957009091045
0.159967890456591,-0.0032103925251441
0.167694910331243,-0.00334884092147547
0.175421930205895,-0.00143090025364856
0.183148950080546,0.000588316352860829
0.190875969955198,0.00264251881169031
0.198602989829849,0.0046631439691609
0.208028677559291,0.00759322783054017
0.217454365288732,0.0102148721980981
0.226880053018174,0.0124555272815208
0.236305740747615,0.014213397021889
0.245731428477057,0.0154066790313649
0.257214135012955,0.0193895183951721
0.268696841548853,0.0192438392483059
0.280179548084752,0.0179395583252813
0.29166225462065,0.0155243339298039
0.303144961156548,0.0121168285131006
0.314627667692446,0.00790299148897589
0.326110374228344,0.00312029923340162
0.337593080764243,-0.00195997955271565
0.349075787300141,-0.00705036544661652
0.360558493836039,-0.011865048544152
0.372041200371937,-0.0161367714620226
0.385841126236589,-0.0233022564654419
0.39964105210124,-0.0268109563847325
0.413440977965891,-0.02841004451377
0.427240903830542,-0.0279749527241133
0.441040829695193,-0.0255358925556308
0.454840755559845,-0.0212815777812168
0.468640681424496,-0.0155413474444472
0.482440607289147,-0.00875399322620751
0.496240533153798,-0.00142847066460661
0.51004045901845,0.00589839347394161
0.523840384883101,0.0127032048682665
0.537640310747752,0.018514069797007
0.551440236612403,0.0229440481866163
0.565240162477055,0.0257183427615679
0.579040088341706,0.0266930127690408
0.592840014206357,0.0258630277522083
0.606639940071008,0.0233584403481046
0.62043986593566,0.0194291089434095
0.637404719171354,0.0175071207353241
0.654369572407048,0.0090053658271998
0.671334425642742,0.000312654578834781
0.688299278878437,-0.0076648890793507
0.705264132114131,-0.0141343381843519
0.722228985349825,-0.0185084153752797
0.73919383858552,-0.0204677136980003
0.756158691821214,-0.0199842548728184
0.773123545056908,-0.017306949694194
0.790088398292603,-0.0129143871467363
0.807053251528297,-0.0074437215416161
0.824018104763991,-0.00160603520265923
0.840982957999685,0.0039012997947161
0.85794781123538,0.00847533892494035
0.874912664471074,0.011672483141691
0.891877517706768,0.0132504859092748
0.908842370942463,0.0131832743300304
0.925807224178157,0.011648044871964
0.942772077413851,0.0089879440263303
0.957260159081231,0.00486030261635229
0.97174824074861,0.00224891654020354
0.98623632241599,-0.000220518290383609
1,-0.0022308800388835
1.000174912044,-0.00143597505149273
1.000349824088,-0.00143456705268363
1.000699648176,-0.00145496179370497
1.00139971998942,-0.00149788077860791
1.00280071140412,-0.00159230646949737
1.00560439083592,-0.00181352796559153
1.0112151449589,-0.00236970431122074
1.0224434478353,-0.00380847182980126
1.04208842637339,-0.00624532586655313
1.06173340491147,-0.005532129864525
1.08137838344955,-0.00362878483495166
1.10102336198764,-0.00104493878794365
1.12066834052572,0.00158538213126569
1.1403133190638,0.00361941329130566
1.15995829760189,0.00452961860995948
1.17960327613997,0.00400048752715421
1.19924825467805,0.00198380663430697
1.21889323321614,-0.00129370860353006
1.23853821175422,-0.00536949683892018
1.25818319029231,-0.0096228372400784
1.27782816883039,-0.0133771558374667
1.29747314736847,-0.0160096332385746
1.31711812590656,-0.0170503889087783
1.33676310444464,-0.0162558580362955
1.35640808298272,-0.013645555879819
1.37605306152081,-0.00949751049364522
1.39569804005889,-0.00430429722121062
1.41534301859697,0.00130225455653488
1.43380839363572,0.00629665185446271
1.45227376867446,0.0102954273291118
1.4707391437132,0.0131631956260172
1.48828125,0.014001445841604
1.488631074088,0.00160351807113202
1.488980898176,0.00159161714721279
1.489680546352,0.00183653656375782
1.49109462177324,0.00233884229798065
1.49395264294096,0.00335937226818572
1.49972905689486,0.00542544200411399
1.51140390330385,0.00947014931590573
1.53281385133799,0.0147976714318854
1.55422379937214,0.0111129716235623
1.57563374740629,0.00669289927732475
1.59704369544043,0.00221586549146657
1.61845364347458,-0.00166954006696152
1.63986359150873,-0.00446174423025969
1.66127353954287,-0.00588754940072533
1.68268348757702,-0.00592940768469696
1.70409343561117,-0.0048017762804391
1.72550338364532,-0.00288752245012036
1.74691333167946,-0.000650135885043035
1.76832327971361,0.00145990544137575
1.78973322774776,0.00308671445267783
1.8111431757819,0.00402423627281939
1.83255312381605,0.00423691354197597
1.8539630718502,0.00384471125162422
1.87537301988434,0.00307831018626192
1.89678296791849,0.00221560622662942
1.91819291595264,0.00151355125446173
1.93960286398679,0.00114942942312268
1.96101281202093,0.00118300375631719
1.98242276005508,0.0015462317783097
2.00383270808923,0.00206145518246714
2.02524265612338,0.00248329111251344
2.04665260415752,0.00255496964727442
2.06806255219167,0.00206735756942678
2.08947250022582,0.000908757326875786
2.11088244825996,-0.00090430137617048
2.13229239629411,-0.00322114514193572
2.15370234432826,-0.00577689117696067
2.17511229236241,-0.00823430137793224
2.19652224039655,-0.0102396255230044
2.2179321884307,-0.0114821158761615
2.23934213646485,-0.0117464918539474
2.26075208449899,-0.0109492014957375
2.28216203253314,-0.00915249543925434
2.30357198056729,-0.00655445295893031
2.32498192860144,-0.00345738587970956
2.34639187663558,-0.000220709994113832
2.36780182466973,0.00279321714254976
2.38921177270388,0.00527100788777091
2.41062172073802,0.00698951410151061
2.43203166877217,0.00784038017288502
2.45344161680632,0.00783505039557841
2.47485156484047,0.0070909385617961
2.49626151287461,0.00580264320104829
2.51767146090876,0.00420435741111247
2.53908140894291,0.00253062863200437
2.56049135697705,0.00098227407429663
2.5819013050112,-0.000297289787634103
2.60331125304535,-0.00123242270136026
2.6247212010795,-0.00181217052058547
2.64613114911364,-0.00207605600788616
2.66754109714779,-0.0020929641686116
2.68895104518194,-0.00193824746727067
2.71036099321609,-0.00167402613824219
2.73177094125023,-0.00133654774089997
2.75318088928438,-0.000932675689520046
2.77459083731853,-0.000445489062199655
2.79600078535267,0.000152979566626854
2.81741073338682,0.000885289930149469
2.83882068142097,0.00175252746805743
2.86023062945512,0.00272254640128544
2.88164057748926,0.00372547035032955
2.90305052552341,0.00465785364546023
2.92446047355756,0.00539511168342299
2.9458704215917,0.00581013967307253
2.96728036962585,0.00579477725282462
2.98869031766,0.00528017037009931
3.01010026569415,0.00425222840292427
3.03151021372829,0.00275922656231842
3.05292016176244,0.000909984992148338
3.07433010979659,-0.00113730106759391
3.09574005783073,-0.00319390582855661
3.11715000586488,-0.00506414669045441
3.13855995389903,-0.00657001298647586
3.15996990193318,-0.00757309684159502
3.18137984996732,-0.00799063055313987
3.20278979800147,-0.00780350247837736
3.22419974603562,-0.00705549006718109
3.24560969406976,-0.00584436332323435
3.26701964210391,-0.00430672817504174
3.28842959013806,-0.00259930116138563
3.30983953817221,-0.000879620879489451
3.33124948620635,0.00071100878514585
3.3526594342405,0.00206020468464274
3.37406938227465,0.00309163125776823
3.39547933030879,0.00376643027928303
3.41688927834294,0.00407977035636975
3.43829922637709,0.00405402797630283
3.45970917441124,0.00373044507110221
3.48111912244538,0.00316105285495194
3.50252907047953,0.00240225689807216
3.52393901851368,0.00151085442477283
3.54534896654783,0.000542547263874482
3.56675891458197,-0.000447625358746429
3.58816886261612,-0.00140395350947475
3.60957881065027,-0.0022690092254658
3.63098875868441,-0.00298394289335044
3.65239870671856,-0.00349079671146013
3.67380865475271,-0.00373696044018823
3.69521860278686,-0.00368130308654546
3.716628550821,-0.00330100586611959
3.73803849885515,-0.00259780303659873
3.7594484468893,-0.00160227525362799
3.78085839492344,-0.000375050530392329
3.80226834295759,0.000995786099297291
3.82367829099174,0.00240117299991915
3.84508823902589,0.00372089590701918
3.86649818706003,0.00483563470118398
3.88790813509418,0.00563971030961774
3.90931808312833,0.00605284882277202
3.93072803116247,0.00602938586906943
3.95213797919662,0.00556368550208131
3.97354792723077,0.00469108075380653
3.99495787526492,0.00348426701425542
4.01636782329906,0.00204569155375189
4.03777777133321,0.000496987582090824
4.05918771936736,-0.00103317317333662
4.0805976674015,-0.00242132754590152
4.10200761543565,-0.00356019541452035
4.1234175634698,-0.0043673004798972
4.14482751150395,-0.00479056595410299
4.16623745953809,-0.00481066573921707
4.18764740757224,-0.00444032975855957
4.20905735560639,-0.00372112468890118
4.23046730364053,-0.00271842074379647
4.25187725167468,-0.00151530078263917
4.27328719970883,-0.000206088919014302
4.29469714774298,0.00110999060602746
4.31610709577712,0.00233471555630804
4.33751704381127,0.00337620770076547
4.35892699184542,0.00415372478683418
4.38033693987957,0.00460196436451099
4.40174688791371,0.00467491078842475
4.42315683594786,0.00434916165258059
4.44456678398201,0.00362654374907478
4.46597673201615,0.00253571182642709
4.4873866800503,0.00113235562436209
4.50879662808445,-0.000502349180742101
4.5302065761186,-0.0022653087659652
4.55161652415274,-0.00403717371584733
4.57302647218689,-0.00568992473356644
4.59443642022104,-0.00709593973882061
4.61584636825518,-0.00813785282284196
4.63725631628933,-0.00871833388626531
4.65866626432348,-0.0087688363371905
4.68007621235763,-0.00825639813480095
4.70148616039177,-0.00718773862018907
4.72289610842592,-0.00561015155229327
4.74430605646007,-0.00360901978152484
4.76571600449421,-0.00130212522203621
4.78712595252836,0.00116874624620067
4.80853590056251,0.00364814324060347
4.82994584859666,0.00597830056814175
4.8513557966308,0.00801051471225733
4.87276574466495,0.00961560285213992
4.8941756926991,0.0106926467056514
4.91558564073324,0.011175430679871
4.93699558876739,0.0110362259133363
4.95840553680154,0.0102868154294535
4.97981548483569,0.0089768740230074
5.00122543286983,0.00718998955942673
5.02263538090398,0.00503773283287146
5.04404532893813,0.00265225075268916
5.06545527697227,0.000177882059706036
5.08686522500642,-0.00223771114009352
5.10827517304057,-0.00445242530680545
5.12968512107472,-0.0063381682512329
5.15109506910886,-0.00778846786039367
5.17250501714301,-0.00872484914310512
5.19391496517716,-0.00910162405957671
5.2153249132113,-0.00890878417878849
5.23673486124545,-0.00817275427407482
5.2581448092796,-0.00695486217270203
