Time_ns,Err_mV
0,1.27159714360539e-12
0.000198988724224471,0.000278194691217676
0.000397977448448942,0.000265259890302155
0.000795954896897884,0.000531558039348456
0.00149578883233614,0.00093182908694911
0.00242521341415154,0.00121491288660081
0.00363017352315713,0.00155553935448238
0.00532796493122024,0.00219639212148204
0.00743464638916713,0.00268859335586891
0.00954132784711401,0.00255233981048519
0.0116480093050609,0.00240040578434098
0.0137546907630078,0.00223265490956503
0.0163767950274207,0.00276826827384546
0.0189988992918336,0.00250900346091676
0.0216210035562465,0.00222988951950676
0.0242431078206593,0.00193144334915907
0.0268652120850722,0.00161722924814178
0.0294873163494851,0.00129303440578177
0.032109420613898,0.00096185634906476
0.0347315248783109,0.000624153150102558
0.0373536291427238,0.000280917883220155
0.0399757334071367,-6.70298866189967e-05
0.0425978376715496,-0.000417853653900124
0.0452199419359625,-0.000767707000797202
0.0478420462003754,-0.00111334746438985
0.0504641504647882,-0.00145575755963279
0.0530862547292011,-0.00179798092354488
0.055708358993614,-0.00214062060337383
0.0588917533256058,-0.00245084479211855
0.0620751476575976,-0.00292828379688004
0.0652585419895893,-0.00337948457769599
0.0691701042340445,-0.00407564858895171
0.0730816664784997,-0.00466371284807821
0.0769932287229549,-0.00520397447725784
0.0819373229318087,-0.00662929198363216
0.0868814171406626,-0.00736783131602436
0.0918255113495165,-0.00799241250634353
0.0967696055583704,-0.00848585189447348
0.101713699767224,-0.00883805002131588
0.106657793976078,-0.00904651305349713
0.112612614032976,-0.0108873659532507
0.118567434089873,-0.0108432345574379
0.124522254146771,-0.0105661696822557
0.130477074203668,-0.0100618467591449
0.136431894260566,-0.00933343544258136
0.142386714317463,-0.00838598517162126
0.148341534374361,-0.00723542286767298
0.154296354431258,-0.00590911650007797
0.160251174488156,-0.00443679476677517
0.16801503642597,-0.00462715359996935
0.175778898363784,-0.00182650082642155
0.183542760301598,0.00110973301325146
0.191306622239412,0.00408709304436172
0.199070484177226,0.00700818567123918
0.208506034266176,0.0112388745580141
0.217941584355126,0.0149755607544968
0.227377134444075,0.0181503337234865
0.236812684533025,0.02061824504462
0.246248234621974,0.0222633151263505
0.257741704134732,0.0279018481663871
0.269235173647489,0.0275679582338508
0.280728643160247,0.0255647441546429
0.292222112673004,0.0219717406601774
0.303715582185761,0.0169691976955235
0.315209051698519,0.0108310371796563
